Reg#,Courses,Score,Program,Sem,Year
217,CS-703,59,MS-CS,Fall,2003
218,CS-801,56,MS-CS,Fall,2003
218,CS-802,69,MS-CS,Fall,2003
218,CS-703,81,MS-CS,Fall,2003
219,CS-801,83,MS-CS,Fall,2003
219,CS-802,64,MS-CS,Fall,2003
219,CS-703,54,MS-CS,Fall,2003
220,CS-801,59,MS-CS,Fall,2003
220,CS-802,76,MS-CS,Fall,2003
220,CS-703,77,MS-CS,Fall,2003
221,CS-801,86,MS-CS,Fall,2003
221,CS-802,89,MS-CS,Fall,2003
221,CS-703,99,MS-CS,Fall,2003
222,CS-801,63,MS-CS,Fall,2003
222,CS-802,51,MS-CS,Fall,2003
222,CS-703,72,MS-CS,Fall,2003
223,CS-801,72,MS-CS,Fall,2003
223,CS-802,64,MS-CS,Fall,2003
223,CS-703,95,MS-CS,Fall,2003
224,CS-801,98,MS-CS,Fall,2003
224,CS-802,76,MS-CS,Fall,2003
224,CS-703,86,MS-CS,Fall,2003
225,CS-801,75,MS-CS,Fall,2003
225,CS-802,89,MS-CS,Fall,2003
225,CS-703,58,MS-CS,Fall,2003
226,CS-801,52,MS-CS,Fall,2003
226,CS-802,51,MS-CS,Fall,2003
226,CS-703,81,MS-CS,Fall,2003
227,CS-801,79,MS-CS,Fall,2003
227,CS-802,63,MS-CS,Fall,2003
227,CS-703,54,MS-CS,Fall,2003
228,CS-801,55,MS-CS,Fall,2003
228,CS-802,76,MS-CS,Fall,2003
228,CS-703,77,MS-CS,Fall,2003
229,CS-801,82,MS-CS,Fall,2003
229,CS-802,70,MS-CS,Fall,2003
229,CS-703,99,MS-CS,Fall,2003
230,CS-801,59,MS-CS,Fall,2003
230,CS-802,83,MS-CS,Fall,2003
230,CS-703,72,MS-CS,Fall,2003
231,CS-801,67,MS-CS,Fall,2003
231,CS-802,95,MS-CS,Fall,2003
231,CS-703,95,MS-CS,Fall,2003
232,CS-801,94,MS-CS,Fall,2003
232,CS-802,58,MS-CS,Fall,2003
232,CS-703,67,MS-CS,Fall,2003
233,CS-801,71,MS-CS,Fall,2003
233,CS-802,70,MS-CS,Fall,2003
233,CS-703,90,MS-CS,Fall,2003
234,CS-801,98,MS-CS,Fall,2003
234,CS-802,83,MS-CS,Fall,2003
234,CS-703,63,MS-CS,Fall,2003
235,CS-801,74,MS-CS,Fall,2003
235,CS-802,95,MS-CS,Fall,2003
235,CS-703,54,MS-CS,Fall,2003
236,CS-801,51,MS-CS,Fall,2003
236,CS-802,58,MS-CS,Fall,2003
236,CS-703,76,MS-CS,Fall,2003
237,CS-801,78,MS-CS,Fall,2003
237,CS-802,70,MS-CS,Fall,2003
237,CS-703,99,MS-CS,Fall,2003
238,CS-801,55,MS-CS,Fall,2003
238,CS-802,82,MS-CS,Fall,2003
238,CS-703,72,MS-CS,Fall,2003
239,CS-801,63,MS-CS,Fall,2003
239,CS-802,95,MS-CS,Fall,2003
239,CS-703,95,MS-CS,Fall,2003
240,CS-801,90,MS-CS,Fall,2003
240,CS-802,89,MS-CS,Fall,2003
240,CS-703,67,MS-CS,Fall,2003
241,CS-801,67,MS-CS,Fall,2003
241,CS-802,52,MS-CS,Fall,2003
241,CS-703,90,MS-CS,Fall,2003
242,CS-801,93,MS-CS,Fall,2003
242,CS-802,64,MS-CS,Fall,2003
242,CS-703,63,MS-CS,Fall,2003
243,CS-801,70,MS-CS,Fall,2003
243,CS-802,77,MS-CS,Fall,2003
243,CS-703,85,MS-CS,Fall,2003
244,CS-801,97,MS-CS,Fall,2003
244,CS-802,89,MS-CS,Fall,2003
244,CS-703,58,MS-CS,Fall,2003
245,CS-801,74,MS-CS,Fall,2003
245,CS-802,52,MS-CS,Fall,2003
245,CS-703,81,MS-CS,Fall,2003
246,CS-801,50,MS-CS,Fall,2003
246,CS-802,64,MS-CS,Fall,2003
246,CS-703,54,MS-CS,Fall,2003
247,CS-801,77,MS-CS,Fall,2003
247,CS-802,76,MS-CS,Fall,2003
247,CS-703,94,MS-CS,Fall,2003
248,CS-801,86,MS-CS,Fall,2003
248,CS-802,89,MS-CS,Fall,2003
248,CS-703,67,MS-CS,Fall,2003
249,CS-801,63,MS-CS,Fall,2003
249,CS-802,51,MS-CS,Fall,2003
249,CS-703,90,MS-CS,Fall,2003
250,CS-801,89,MS-NW,Fall,2003
250,CS-802,96,MS-NW,Fall,2003
250,CS-703,63,MS-NW,Fall,2003
251,CS-801,66,MS-NW,Fall,2003
251,CS-802,58,MS-NW,Fall,2003
251,CS-703,85,MS-NW,Fall,2003
252,CS-801,93,MS-NW,Fall,2003
252,CS-802,71,MS-NW,Fall,2003
252,CS-703,58,MS-NW,Fall,2003
253,CS-801,69,MS-NW,Fall,2003
253,CS-802,83,MS-NW,Fall,2003
253,CS-703,81,MS-NW,Fall,2003
254,CS-801,96,MS-NW,Fall,2003
254,CS-802,96,MS-NW,Fall,2003
254,CS-703,53,MS-NW,Fall,2003
255,CS-801,73,MS-NW,Fall,2003
255,CS-802,58,MS-NW,Fall,2003
255,CS-703,76,MS-NW,Fall,2003
256,CS-801,82,MS-NW,Fall,2003
256,CS-802,71,MS-NW,Fall,2003
256,CS-703,99,MS-NW,Fall,2003
257,CS-801,58,MS-NW,Fall,2003
257,CS-802,83,MS-NW,Fall,2003
257,CS-703,72,MS-NW,Fall,2003
258,CS-801,85,MS-NW,Fall,2003
258,CS-802,95,MS-NW,Fall,2003
258,CS-703,62,MS-NW,Fall,2003
259,CS-801,62,MS-NW,Fall,2003
259,CS-802,58,MS-NW,Fall,2003
259,CS-703,85,MS-NW,Fall,2003
260,CS-801,89,MS-NW,Fall,2003
260,CS-802,70,MS-NW,Fall,2003
260,CS-703,58,MS-NW,Fall,2003
261,CS-801,65,MS-NW,Fall,2003
261,CS-802,65,MS-NW,Fall,2003
261,CS-703,80,MS-NW,Fall,2003
262,CS-801,92,MS-NW,Fall,2003
262,CS-802,77,MS-NW,Fall,2003
262,CS-703,53,MS-NW,Fall,2003
263,CS-801,69,MS-NW,Fall,2003
263,CS-802,90,MS-NW,Fall,2003
263,CS-703,76,MS-NW,Fall,2003
264,CS-801,96,MS-NW,Fall,2003
264,CS-802,52,MS-NW,Fall,2003
264,CS-703,99,MS-NW,Fall,2003
265,CS-801,54,MS-NW,Fall,2003
265,CS-802,65,MS-NW,Fall,2003
265,CS-703,71,MS-NW,Fall,2003
266,CS-801,81,MS-NW,Fall,2003
266,CS-802,77,MS-NW,Fall,2003
266,CS-703,94,MS-NW,Fall,2003
267,CS-801,58,MS-NW,Fall,2003
267,CS-802,90,MS-NW,Fall,2003
267,CS-703,67,MS-NW,Fall,2003
268,CS-801,84,MS-NW,Fall,2003
268,CS-802,52,MS-NW,Fall,2003
268,CS-703,90,MS-NW,Fall,2003
269,CS-801,61,MS-NW,Fall,2003
269,CS-802,64,MS-NW,Fall,2003
269,CS-703,80,MS-NW,Fall,2003
270,CS-801,88,MS-NW,Fall,2003
270,CS-802,77,MS-NW,Fall,2003
270,CS-703,53,MS-NW,Fall,2003
271,CS-801,65,MS-NW,Fall,2003
271,CS-802,89,MS-NW,Fall,2003
271,CS-703,76,MS-NW,Fall,2003
272,CS-801,91,MS-NW,Fall,2003
272,CS-802,84,MS-NW,Fall,2003
272,CS-703,98,MS-NW,Fall,2003
273,CS-801,50,MS-NW,Fall,2003
273,CS-802,96,MS-NW,Fall,2003
273,CS-703,71,MS-NW,Fall,2003
274,CS-801,77,MS-NW,Fall,2003
274,CS-802,59,MS-NW,Fall,2003
274,CS-703,94,MS-NW,Fall,2003
275,CS-801,54,MS-NW,Fall,2003
275,CS-802,71,MS-NW,Fall,2003
275,CS-703,67,MS-NW,Fall,2003
276,CS-801,80,MS-NW,Fall,2003
276,CS-802,84,MS-NW,Fall,2003
276,CS-703,89,MS-NW,Fall,2003
277,CS-801,57,MS-NW,Fall,2003
277,CS-802,96,MS-NW,Fall,2003
277,CS-703,62,MS-NW,Fall,2003
278,CS-801,84,MS-NW,Fall,2003
278,CS-802,58,MS-NW,Fall,2003
278,CS-703,85,MS-NW,Fall,2003
279,CS-801,60,MS-NW,Fall,2003
279,CS-802,71,MS-NW,Fall,2003
279,CS-703,58,MS-NW,Fall,2003
280,CS-801,87,MS-NW,Fall,2003
280,CS-802,83,MS-NW,Fall,2003
280,CS-703,98,MS-NW,Fall,2003
281,CS-801,96,MS-NW,Fall,2003
281,CS-802,96,MS-NW,Fall,2003
281,CS-703,71,MS-NW,Fall,2003
282,CS-801,73,MS-NW,Fall,2003
282,CS-802,90,MS-NW,Fall,2003
282,CS-703,94,MS-NW,Fall,2003
283,CS-801,99,MS-NW,Fall,2003
283,CS-802,53,MS-NW,Fall,2003
283,CS-703,66,MS-NW,Fall,2003
284,CS-801,76,MS-NW,Fall,2003
284,CS-802,65,MS-NW,Fall,2003
284,CS-703,89,MS-NW,Fall,2003
285,CS-801,53,MS-NW,Fall,2003
285,CS-802,78,MS-NW,Fall,2003
285,CS-703,62,MS-NW,Fall,2003
286,CS-801,80,MS-NW,Fall,2003
286,CS-802,90,MS-NW,Fall,2003
286,CS-703,85,MS-NW,Fall,2003
287,CS-801,56,MS-NW,Fall,2003
287,CS-802,53,MS-NW,Fall,2003
287,CS-703,57,MS-NW,Fall,2003
288,CS-801,83,MS-NW,Fall,2003
288,CS-802,65,MS-NW,Fall,2003
288,CS-703,80,MS-NW,Fall,2003
289,CS-801,60,MS-NW,Fall,2003
289,CS-802,77,MS-NW,Fall,2003
289,CS-703,53,MS-NW,Fall,2003
290,CS-801,68,MS-NW,Fall,2003
290,CS-802,90,MS-NW,Fall,2003
290,CS-703,76,MS-NW,Fall,2003
291,CS-801,95,MS-NW,Fall,2003
291,CS-802,52,MS-NW,Fall,2003
291,CS-703,66,MS-NW,Fall,2003
292,CS-801,72,MS-NW,Fall,2003
292,CS-802,65,MS-NW,Fall,2003
292,CS-703,89,MS-NW,Fall,2003
293,CS-801,99,MS-NW,Fall,2003
293,CS-802,59,MS-NW,Fall,2003
293,CS-703,62,MS-NW,Fall,2003
294,CS-801,75,MS-NW,Fall,2003
294,CS-802,72,MS-NW,Fall,2003
294,CS-703,84,MS-NW,Fall,2003
295,CS-801,52,MS-NW,Fall,2003
295,CS-802,84,MS-NW,Fall,2003
295,CS-703,57,MS-NW,Fall,2003
296,CS-801,79,MS-NW,Fall,2003
296,CS-802,97,MS-NW,Fall,2003
296,CS-703,80,MS-NW,Fall,2003
297,CS-801,56,MS-NW,Fall,2003
297,CS-802,59,MS-NW,Fall,2003
297,CS-703,53,MS-NW,Fall,2003
298,CS-801,64,MS-NW,Fall,2003
298,CS-802,71,MS-NW,Fall,2003
298,CS-703,75,MS-NW,Fall,2003
299,CS-801,91,MS-NW,Fall,2003
299,CS-802,84,MS-NW,Fall,2003
299,CS-703,98,MS-NW,Fall,2003
200,CS-704,66,MS-CS,Spring,2004
200,CS-201,98,MS-CS,Spring,2004
200,CS-301,65,MS-CS,Spring,2004
201,CS-704,52,MS-CS,Spring,2004
201,CS-201,80,MS-CS,Spring,2004
201,CS-301,82,MS-CS,Spring,2004
202,CS-704,90,MS-CS,Spring,2004
202,CS-201,66,MS-CS,Spring,2004
202,CS-301,83,MS-CS,Spring,2004
203,CS-704,53,MS-CS,Spring,2004
203,CS-201,94,MS-CS,Spring,2004
203,CS-301,86,MS-CS,Spring,2004
204,CS-704,90,MS-CS,Spring,2004
204,CS-201,85,MS-CS,Spring,2004
204,CS-301,72,MS-CS,Spring,2004
205,CS-704,69,MS-CS,Spring,2004
205,CS-201,53,MS-CS,Spring,2004
205,CS-301,98,MS-CS,Spring,2004
206,CS-704,77,MS-CS,Spring,2004
206,CS-201,70,MS-CS,Spring,2004
206,CS-301,83,MS-CS,Spring,2004
207,CS-704,65,MS-CS,Spring,2004
207,CS-201,92,MS-CS,Spring,2004
207,CS-301,70,MS-CS,Spring,2004
208,CS-704,83,MS-CS,Spring,2004
208,CS-201,69,MS-CS,Spring,2004
208,CS-301,85,MS-CS,Spring,2004
209,CS-704,54,MS-CS,Spring,2004
209,CS-201,88,MS-CS,Spring,2004
209,CS-301,99,MS-CS,Spring,2004
210,CS-704,76,MS-CS,Spring,2004
210,CS-201,74,MS-CS,Spring,2004
210,CS-301,89,MS-CS,Spring,2004
211,CS-704,81,MS-CS,Spring,2004
211,CS-201,95,MS-CS,Spring,2004
211,CS-301,53,MS-CS,Spring,2004
212,CS-704,65,MS-CS,Spring,2004
212,CS-201,74,MS-CS,Spring,2004
212,CS-301,58,MS-CS,Spring,2004
213,CS-704,83,MS-CS,Spring,2004
213,CS-201,86,MS-CS,Spring,2004
213,CS-301,52,MS-CS,Spring,2004
214,CS-704,53,MS-CS,Spring,2004
214,CS-201,73,MS-CS,Spring,2004
214,CS-301,88,MS-CS,Spring,2004
215,CS-704,98,MS-CS,Spring,2004
215,CS-201,96,MS-CS,Spring,2004
215,CS-301,50,MS-CS,Spring,2004
216,CS-704,82,MS-CS,Spring,2004
216,CS-201,96,MS-CS,Spring,2004
216,CS-301,79,MS-CS,Spring,2004
217,CS-704,87,MS-CS,Spring,2004
217,CS-201,88,MS-CS,Spring,2004
217,CS-301,75,MS-CS,Spring,2004
218,CS-704,74,MS-CS,Spring,2004
218,CS-201,76,MS-CS,Spring,2004
218,CS-301,91,MS-CS,Spring,2004
219,CS-704,53,MS-CS,Spring,2004
219,CS-201,57,MS-CS,Spring,2004
219,CS-301,50,MS-CS,Spring,2004
220,CS-704,52,MS-CS,Spring,2004
220,CS-201,69,MS-CS,Spring,2004
220,CS-301,52,MS-CS,Spring,2004
221,CS-704,52,MS-CS,Spring,2004
221,CS-201,90,MS-CS,Spring,2004
221,CS-301,76,MS-CS,Spring,2004
222,CS-704,90,MS-CS,Spring,2004
222,CS-201,66,MS-CS,Spring,2004
222,CS-301,70,MS-CS,Spring,2004
223,CS-704,85,MS-CS,Spring,2004
223,CS-201,69,MS-CS,Spring,2004
223,CS-301,59,MS-CS,Spring,2004
224,CS-704,90,MS-CS,Spring,2004
224,CS-201,69,MS-CS,Spring,2004
224,CS-301,99,MS-CS,Spring,2004
225,CS-704,97,MS-CS,Spring,2004
225,CS-201,55,MS-CS,Spring,2004
225,CS-301,58,MS-CS,Spring,2004
226,CS-704,86,MS-CS,Spring,2004
226,CS-201,88,MS-CS,Spring,2004
226,CS-301,74,MS-CS,Spring,2004
227,CS-704,74,MS-CS,Spring,2004
227,CS-201,63,MS-CS,Spring,2004
227,CS-301,87,MS-CS,Spring,2004
228,CS-704,72,MS-CS,Spring,2004
228,CS-201,56,MS-CS,Spring,2004
228,CS-301,86,MS-CS,Spring,2004
229,CS-704,86,MS-CS,Spring,2004
229,CS-201,87,MS-CS,Spring,2004
229,CS-301,50,MS-CS,Spring,2004
230,CS-704,59,MS-CS,Spring,2004
230,CS-201,74,MS-CS,Spring,2004
230,CS-301,73,MS-CS,Spring,2004
231,CS-704,86,MS-CS,Spring,2004
231,CS-201,84,MS-CS,Spring,2004
231,CS-301,92,MS-CS,Spring,2004
232,CS-704,89,MS-CS,Spring,2004
232,CS-201,55,MS-CS,Spring,2004
232,CS-301,59,MS-CS,Spring,2004
233,CS-704,50,MS-CS,Spring,2004
233,CS-201,92,MS-CS,Spring,2004
233,CS-301,76,MS-CS,Spring,2004
234,CS-704,70,MS-CS,Spring,2004
234,CS-201,78,MS-CS,Spring,2004
234,CS-301,98,MS-CS,Spring,2004
235,CS-704,51,MS-CS,Spring,2004
235,CS-201,81,MS-CS,Spring,2004
235,CS-301,76,MS-CS,Spring,2004
236,CS-704,93,MS-CS,Spring,2004
236,CS-201,82,MS-CS,Spring,2004
236,CS-301,69,MS-CS,Spring,2004
237,CS-704,89,MS-CS,Spring,2004
237,CS-201,52,MS-CS,Spring,2004
237,CS-301,87,MS-CS,Spring,2004
238,CS-704,55,MS-CS,Spring,2004
238,CS-201,58,MS-CS,Spring,2004
238,CS-301,78,MS-CS,Spring,2004
239,CS-704,59,MS-CS,Spring,2004
239,CS-201,82,MS-CS,Spring,2004
239,CS-301,54,MS-CS,Spring,2004
240,CS-704,62,MS-CS,Spring,2004
240,CS-201,69,MS-CS,Spring,2004
240,CS-301,51,MS-CS,Spring,2004
241,CS-704,85,MS-CS,Spring,2004
241,CS-201,88,MS-CS,Spring,2004
241,CS-301,73,MS-CS,Spring,2004
242,CS-704,74,MS-CS,Spring,2004
242,CS-201,79,MS-CS,Spring,2004
242,CS-301,81,MS-CS,Spring,2004
243,CS-704,95,MS-CS,Spring,2004
243,CS-201,59,MS-CS,Spring,2004
243,CS-301,79,MS-CS,Spring,2004
244,CS-704,68,MS-CS,Spring,2004
244,CS-201,90,MS-CS,Spring,2004
244,CS-301,99,MS-CS,Spring,2004
245,CS-704,75,MS-CS,Spring,2004
245,CS-201,52,MS-CS,Spring,2004
245,CS-301,53,MS-CS,Spring,2004
246,CS-704,74,MS-CS,Spring,2004
246,CS-201,76,MS-CS,Spring,2004
246,CS-301,99,MS-CS,Spring,2004
247,CS-704,50,MS-CS,Spring,2004
247,CS-201,67,MS-CS,Spring,2004
247,CS-301,74,MS-CS,Spring,2004
248,CS-704,96,MS-CS,Spring,2004
248,CS-201,87,MS-CS,Spring,2004
248,CS-301,89,MS-CS,Spring,2004
249,CS-704,79,MS-CS,Spring,2004
249,CS-201,83,MS-CS,Spring,2004
249,CS-301,59,MS-CS,Spring,2004
250,CS-707,75,MS-NW,Spring,2004
250,CS-404,77,MS-NW,Spring,2004
250,CS-307,74,MS-NW,Spring,2004
251,CS-707,64,MS-NW,Spring,2004
251,CS-404,87,MS-NW,Spring,2004
251,CS-307,56,MS-NW,Spring,2004
252,CS-707,81,MS-NW,Spring,2004
252,CS-404,63,MS-NW,Spring,2004
252,CS-307,51,MS-NW,Spring,2004
253,CS-707,85,MS-NW,Spring,2004
253,CS-404,96,MS-NW,Spring,2004
253,CS-307,99,MS-NW,Spring,2004
254,CS-707,90,MS-NW,Spring,2004
254,CS-404,62,MS-NW,Spring,2004
254,CS-307,68,MS-NW,Spring,2004
255,CS-707,86,MS-NW,Spring,2004
255,CS-404,97,MS-NW,Spring,2004
255,CS-307,82,MS-NW,Spring,2004
256,CS-707,76,MS-NW,Spring,2004
256,CS-404,88,MS-NW,Spring,2004
256,CS-307,78,MS-NW,Spring,2004
257,CS-707,61,MS-NW,Spring,2004
257,CS-404,67,MS-NW,Spring,2004
257,CS-307,65,MS-NW,Spring,2004
258,CS-707,51,MS-NW,Spring,2004
258,CS-404,79,MS-NW,Spring,2004
258,CS-307,54,MS-NW,Spring,2004
259,CS-707,92,MS-NW,Spring,2004
259,CS-404,99,MS-NW,Spring,2004
259,CS-307,50,MS-NW,Spring,2004
260,CS-707,99,MS-NW,Spring,2004
260,CS-404,56,MS-NW,Spring,2004
260,CS-307,74,MS-NW,Spring,2004
261,CS-707,57,MS-NW,Spring,2004
261,CS-404,99,MS-NW,Spring,2004
261,CS-307,90,MS-NW,Spring,2004
262,CS-707,71,MS-NW,Spring,2004
262,CS-404,58,MS-NW,Spring,2004
262,CS-307,77,MS-NW,Spring,2004
263,CS-707,95,MS-NW,Spring,2004
263,CS-404,72,MS-NW,Spring,2004
263,CS-307,96,MS-NW,Spring,2004
264,CS-707,82,MS-NW,Spring,2004
264,CS-404,78,MS-NW,Spring,2004
264,CS-307,63,MS-NW,Spring,2004
265,CS-707,85,MS-NW,Spring,2004
265,CS-404,82,MS-NW,Spring,2004
265,CS-307,55,MS-NW,Spring,2004
266,CS-707,75,MS-NW,Spring,2004
266,CS-404,81,MS-NW,Spring,2004
266,CS-307,83,MS-NW,Spring,2004
267,CS-707,77,MS-NW,Spring,2004
267,CS-404,62,MS-NW,Spring,2004
267,CS-307,65,MS-NW,Spring,2004
268,CS-707,82,MS-NW,Spring,2004
268,CS-404,87,MS-NW,Spring,2004
268,CS-307,66,MS-NW,Spring,2004
269,CS-707,90,MS-NW,Spring,2004
269,CS-404,59,MS-NW,Spring,2004
269,CS-307,55,MS-NW,Spring,2004
270,CS-707,76,MS-NW,Spring,2004
270,CS-404,68,MS-NW,Spring,2004
270,CS-307,60,MS-NW,Spring,2004
271,CS-707,75,MS-NW,Spring,2004
271,CS-404,83,MS-NW,Spring,2004
271,CS-307,56,MS-NW,Spring,2004
272,CS-707,71,MS-NW,Spring,2004
272,CS-404,64,MS-NW,Spring,2004
272,CS-307,97,MS-NW,Spring,2004
273,CS-707,67,MS-NW,Spring,2004
273,CS-404,84,MS-NW,Spring,2004
273,CS-307,50,MS-NW,Spring,2004
274,CS-707,90,MS-NW,Spring,2004
274,CS-404,80,MS-NW,Spring,2004
274,CS-307,76,MS-NW,Spring,2004
275,CS-707,65,MS-NW,Spring,2004
275,CS-404,69,MS-NW,Spring,2004
275,CS-307,90,MS-NW,Spring,2004
276,CS-707,88,MS-NW,Spring,2004
276,CS-404,54,MS-NW,Spring,2004
276,CS-307,61,MS-NW,Spring,2004
277,CS-707,86,MS-NW,Spring,2004
277,CS-404,57,MS-NW,Spring,2004
277,CS-307,64,MS-NW,Spring,2004
278,CS-707,67,MS-NW,Spring,2004
278,CS-404,81,MS-NW,Spring,2004
278,CS-307,80,MS-NW,Spring,2004
279,CS-707,65,MS-NW,Spring,2004
279,CS-404,88,MS-NW,Spring,2004
279,CS-307,75,MS-NW,Spring,2004
280,CS-707,65,MS-NW,Spring,2004
280,CS-404,74,MS-NW,Spring,2004
280,CS-307,59,MS-NW,Spring,2004
281,CS-707,95,MS-NW,Spring,2004
281,CS-404,90,MS-NW,Spring,2004
281,CS-307,78,MS-NW,Spring,2004
282,CS-707,64,MS-NW,Spring,2004
282,CS-404,90,MS-NW,Spring,2004
282,CS-307,87,MS-NW,Spring,2004
283,CS-707,57,MS-NW,Spring,2004
283,CS-404,71,MS-NW,Spring,2004
283,CS-307,50,MS-NW,Spring,2004
284,CS-707,66,MS-NW,Spring,2004
284,CS-404,98,MS-NW,Spring,2004
284,CS-307,50,MS-NW,Spring,2004
285,CS-707,73,MS-NW,Spring,2004
285,CS-404,50,MS-NW,Spring,2004
285,CS-307,52,MS-NW,Spring,2004
286,CS-707,92,MS-NW,Spring,2004
286,CS-404,95,MS-NW,Spring,2004
286,CS-307,98,MS-NW,Spring,2004
287,CS-707,54,MS-NW,Spring,2004
287,CS-404,74,MS-NW,Spring,2004
287,CS-307,61,MS-NW,Spring,2004
288,CS-707,50,MS-NW,Spring,2004
288,CS-404,66,MS-NW,Spring,2004
288,CS-307,63,MS-NW,Spring,2004
289,CS-707,54,MS-NW,Spring,2004
289,CS-404,81,MS-NW,Spring,2004
289,CS-307,90,MS-NW,Spring,2004
290,CS-707,83,MS-NW,Spring,2004
290,CS-404,52,MS-NW,Spring,2004
290,CS-307,98,MS-NW,Spring,2004
291,CS-707,84,MS-NW,Spring,2004
291,CS-404,63,MS-NW,Spring,2004
291,CS-307,60,MS-NW,Spring,2004
292,CS-707,57,MS-NW,Spring,2004
292,CS-404,73,MS-NW,Spring,2004
292,CS-307,64,MS-NW,Spring,2004
293,CS-707,53,MS-NW,Spring,2004
293,CS-404,86,MS-NW,Spring,2004
293,CS-307,84,MS-NW,Spring,2004
294,CS-707,63,MS-NW,Spring,2004
294,CS-404,94,MS-NW,Spring,2004
294,CS-307,88,MS-NW,Spring,2004
295,CS-707,98,MS-NW,Spring,2004
295,CS-404,96,MS-NW,Spring,2004
295,CS-307,57,MS-NW,Spring,2004
296,CS-707,62,MS-NW,Spring,2004
296,CS-404,86,MS-NW,Spring,2004
296,CS-307,62,MS-NW,Spring,2004
297,CS-707,70,MS-NW,Spring,2004
297,CS-404,61,MS-NW,Spring,2004
297,CS-307,79,MS-NW,Spring,2004
298,CS-707,97,MS-NW,Spring,2004
298,CS-404,84,MS-NW,Spring,2004
298,CS-307,82,MS-NW,Spring,2004
299,CS-707,75,MS-NW,Spring,2004
299,CS-404,84,MS-NW,Spring,2004
299,CS-307,98,MS-NW,Spring,2004
200,CS-401,96,MS-CS,Fall,2004
200,CS-505,78,MS-CS,Fall,2004
200,CS-606,52,MS-CS,Fall,2004
201,CS-401,85,MS-CS,Fall,2004
201,CS-505,66,MS-CS,Fall,2004
201,CS-606,96,MS-CS,Fall,2004
202,CS-401,96,MS-CS,Fall,2004
202,CS-505,74,MS-CS,Fall,2004
202,CS-606,75,MS-CS,Fall,2004
203,CS-401,71,MS-CS,Fall,2004
203,CS-505,86,MS-CS,Fall,2004
203,CS-606,57,MS-CS,Fall,2004
204,CS-401,60,MS-CS,Fall,2004
204,CS-505,83,MS-CS,Fall,2004
204,CS-606,68,MS-CS,Fall,2004
205,CS-401,69,MS-CS,Fall,2004
205,CS-505,52,MS-CS,Fall,2004
205,CS-606,55,MS-CS,Fall,2004
206,CS-401,80,MS-CS,Fall,2004
206,CS-505,96,MS-CS,Fall,2004
206,CS-606,91,MS-CS,Fall,2004
207,CS-401,57,MS-CS,Fall,2004
207,CS-505,88,MS-CS,Fall,2004
207,CS-606,51,MS-CS,Fall,2004
208,CS-401,66,MS-CS,Fall,2004
208,CS-505,78,MS-CS,Fall,2004
208,CS-606,72,MS-CS,Fall,2004
209,CS-401,83,MS-CS,Fall,2004
209,CS-505,80,MS-CS,Fall,2004
209,CS-606,59,MS-CS,Fall,2004
210,CS-401,57,MS-CS,Fall,2004
210,CS-505,86,MS-CS,Fall,2004
210,CS-606,87,MS-CS,Fall,2004
211,CS-401,66,MS-CS,Fall,2004
