SID,Degree,Semester,Course,Marks,Discipline
17,MS,Fall20,CS-801,65,MS-CS
17,MS,Fall20,CS-802,59,MS-CS
17,MS,Fall20,CS-703,90,MS-CS
18,MS,Fall20,CS-801,92,MS-CS
18,MS,Fall20,CS-802,71,MS-CS
18,MS,Fall20,CS-703,62,MS-CS
19,MS,Fall20,CS-801,69,MS-CS
19,MS,Fall20,CS-802,66,MS-CS
19,MS,Fall20,CS-703,85,MS-CS
20,MS,Fall20,CS-801,95,MS-CS
20,MS,Fall20,CS-802,78,MS-CS
20,MS,Fall20,CS-703,58,MS-CS
21,MS,Fall20,CS-801,72,MS-CS
21,MS,Fall20,CS-802,91,MS-CS
21,MS,Fall20,CS-703,80,MS-CS
22,MS,Fall20,CS-801,99,MS-CS
22,MS,Fall20,CS-802,53,MS-CS
22,MS,Fall20,CS-703,53,MS-CS
23,MS,Fall20,CS-801,58,MS-CS
23,MS,Fall20,CS-802,65,MS-CS
23,MS,Fall20,CS-703,94,MS-CS
24,MS,Fall20,CS-801,84,MS-CS
24,MS,Fall20,CS-802,78,MS-CS
24,MS,Fall20,CS-703,67,MS-CS
25,MS,Fall20,CS-801,61,MS-CS
25,MS,Fall20,CS-802,90,MS-CS
25,MS,Fall20,CS-703,89,MS-CS
26,MS,Fall20,CS-801,88,MS-CS
26,MS,Fall20,CS-802,53,MS-CS
26,MS,Fall20,CS-703,62,MS-CS
27,MS,Fall20,CS-801,65,MS-CS
27,MS,Fall20,CS-802,65,MS-CS
27,MS,Fall20,CS-703,85,MS-CS
28,MS,Fall20,CS-801,91,MS-CS
28,MS,Fall20,CS-802,78,MS-CS
28,MS,Fall20,CS-703,58,MS-CS
29,MS,Fall20,CS-801,68,MS-CS
29,MS,Fall20,CS-802,72,MS-CS
29,MS,Fall20,CS-703,80,MS-CS
30,MS,Fall20,CS-801,95,MS-CS
30,MS,Fall20,CS-802,85,MS-CS
30,MS,Fall20,CS-703,53,MS-CS
31,MS,Fall20,CS-801,53,MS-CS
31,MS,Fall20,CS-802,97,MS-CS
31,MS,Fall20,CS-703,76,MS-CS
32,MS,Fall20,CS-801,80,MS-CS
32,MS,Fall20,CS-802,60,MS-CS
32,MS,Fall20,CS-703,98,MS-CS
33,MS,Fall20,CS-801,57,MS-CS
33,MS,Fall20,CS-802,72,MS-CS
33,MS,Fall20,CS-703,71,MS-CS
34,MS,Fall20,CS-801,84,MS-CS
34,MS,Fall20,CS-802,84,MS-CS
34,MS,Fall20,CS-703,62,MS-CS
35,MS,Fall20,CS-801,60,MS-CS
35,MS,Fall20,CS-802,97,MS-CS
35,MS,Fall20,CS-703,85,MS-CS
36,MS,Fall20,CS-801,87,MS-CS
36,MS,Fall20,CS-802,59,MS-CS
36,MS,Fall20,CS-703,57,MS-CS
37,MS,Fall20,CS-801,64,MS-CS
37,MS,Fall20,CS-802,72,MS-CS
37,MS,Fall20,CS-703,80,MS-CS
38,MS,Fall20,CS-801,91,MS-CS
38,MS,Fall20,CS-802,84,MS-CS
38,MS,Fall20,CS-703,53,MS-CS
39,MS,Fall20,CS-801,99,MS-CS
39,MS,Fall20,CS-802,97,MS-CS
39,MS,Fall20,CS-703,76,MS-CS
40,MS,Fall20,CS-801,76,MS-CS
40,MS,Fall20,CS-802,91,MS-CS
40,MS,Fall20,CS-703,98,MS-CS
41,MS,Fall20,CS-801,53,MS-CS
41,MS,Fall20,CS-802,54,MS-CS
41,MS,Fall20,CS-703,71,MS-CS
42,MS,Fall20,CS-801,79,MS-CS
42,MS,Fall20,CS-802,66,MS-CS
42,MS,Fall20,CS-703,94,MS-CS
43,MS,Fall20,CS-801,56,MS-CS
43,MS,Fall20,CS-802,78,MS-CS
43,MS,Fall20,CS-703,66,MS-CS
44,MS,Fall20,CS-801,83,MS-CS
44,MS,Fall20,CS-802,91,MS-CS
44,MS,Fall20,CS-703,89,MS-CS
45,MS,Fall20,CS-801,60,MS-CS
45,MS,Fall20,CS-802,53,MS-CS
45,MS,Fall20,CS-703,80,MS-CS
46,MS,Fall20,CS-801,86,MS-CS
46,MS,Fall20,CS-802,66,MS-CS
46,MS,Fall20,CS-703,53,MS-CS
47,MS,Fall20,CS-801,63,MS-CS
47,MS,Fall20,CS-802,78,MS-CS
47,MS,Fall20,CS-703,75,MS-CS
48,MS,Fall20,CS-801,72,MS-CS
48,MS,Fall20,CS-802,91,MS-CS
48,MS,Fall20,CS-703,98,MS-CS
49,MS,Fall20,CS-801,99,MS-CS
49,MS,Fall20,CS-802,53,MS-CS
49,MS,Fall20,CS-703,71,MS-CS
50,MS,Fall20,CS-801,75,MS-TC
50,MS,Fall20,CS-802,98,MS-TC
50,MS,Fall20,CS-703,94,MS-TC
51,MS,Fall20,CS-801,52,MS-TC
51,MS,Fall20,CS-802,60,MS-TC
51,MS,Fall20,CS-703,66,MS-TC
52,MS,Fall20,CS-801,79,MS-TC
52,MS,Fall20,CS-802,73,MS-TC
52,MS,Fall20,CS-703,89,MS-TC
53,MS,Fall20,CS-801,56,MS-TC
53,MS,Fall20,CS-802,85,MS-TC
53,MS,Fall20,CS-703,62,MS-TC
54,MS,Fall20,CS-801,82,MS-TC
54,MS,Fall20,CS-802,97,MS-TC
54,MS,Fall20,CS-703,84,MS-TC
55,MS,Fall20,CS-801,59,MS-TC
55,MS,Fall20,CS-802,60,MS-TC
55,MS,Fall20,CS-703,57,MS-TC
56,MS,Fall20,CS-801,68,MS-TC
56,MS,Fall20,CS-802,72,MS-TC
56,MS,Fall20,CS-703,98,MS-TC
57,MS,Fall20,CS-801,94,MS-TC
57,MS,Fall20,CS-802,85,MS-TC
57,MS,Fall20,CS-703,71,MS-TC
58,MS,Fall20,CS-801,71,MS-TC
58,MS,Fall20,CS-802,97,MS-TC
58,MS,Fall20,CS-703,93,MS-TC
59,MS,Fall20,CS-801,98,MS-TC
59,MS,Fall20,CS-802,60,MS-TC
59,MS,Fall20,CS-703,66,MS-TC
60,MS,Fall20,CS-801,75,MS-TC
60,MS,Fall20,CS-802,72,MS-TC
60,MS,Fall20,CS-703,89,MS-TC
61,MS,Fall20,CS-801,51,MS-TC
61,MS,Fall20,CS-802,67,MS-TC
61,MS,Fall20,CS-703,61,MS-TC
62,MS,Fall20,CS-801,78,MS-TC
62,MS,Fall20,CS-802,79,MS-TC
62,MS,Fall20,CS-703,84,MS-TC
63,MS,Fall20,CS-801,55,MS-TC
63,MS,Fall20,CS-802,92,MS-TC
63,MS,Fall20,CS-703,57,MS-TC
64,MS,Fall20,CS-801,64,MS-TC
64,MS,Fall20,CS-802,54,MS-TC
64,MS,Fall20,CS-703,80,MS-TC
65,MS,Fall20,CS-801,90,MS-TC
65,MS,Fall20,CS-802,66,MS-TC
65,MS,Fall20,CS-703,52,MS-TC
66,MS,Fall20,CS-801,67,MS-TC
66,MS,Fall20,CS-802,79,MS-TC
66,MS,Fall20,CS-703,75,MS-TC
67,MS,Fall20,CS-801,94,MS-TC
67,MS,Fall20,CS-802,91,MS-TC
67,MS,Fall20,CS-703,66,MS-TC
68,MS,Fall20,CS-801,70,MS-TC
68,MS,Fall20,CS-802,54,MS-TC
68,MS,Fall20,CS-703,89,MS-TC
69,MS,Fall20,CS-801,97,MS-TC
69,MS,Fall20,CS-802,66,MS-TC
69,MS,Fall20,CS-703,61,MS-TC
70,MS,Fall20,CS-801,74,MS-TC
70,MS,Fall20,CS-802,79,MS-TC
70,MS,Fall20,CS-703,84,MS-TC
71,MS,Fall20,CS-801,51,MS-TC
71,MS,Fall20,CS-802,91,MS-TC
71,MS,Fall20,CS-703,57,MS-TC
72,MS,Fall20,CS-801,77,MS-TC
72,MS,Fall20,CS-802,86,MS-TC
72,MS,Fall20,CS-703,79,MS-TC
73,MS,Fall20,CS-801,86,MS-TC
73,MS,Fall20,CS-802,98,MS-TC
73,MS,Fall20,CS-703,52,MS-TC
74,MS,Fall20,CS-801,63,MS-TC
74,MS,Fall20,CS-802,60,MS-TC
74,MS,Fall20,CS-703,75,MS-TC
75,MS,Fall20,CS-801,90,MS-TC
75,MS,Fall20,CS-802,73,MS-TC
75,MS,Fall20,CS-703,98,MS-TC
76,MS,Fall20,CS-801,66,MS-TC
76,MS,Fall20,CS-802,85,MS-TC
76,MS,Fall20,CS-703,70,MS-TC
77,MS,Fall20,CS-801,93,MS-TC
77,MS,Fall20,CS-802,98,MS-TC
77,MS,Fall20,CS-703,93,MS-TC
78,MS,Fall20,CS-801,70,MS-TC
78,MS,Fall20,CS-802,60,MS-TC
78,MS,Fall20,CS-703,66,MS-TC
79,MS,Fall20,CS-801,96,MS-TC
79,MS,Fall20,CS-802,73,MS-TC
79,MS,Fall20,CS-703,57,MS-TC
80,MS,Fall20,CS-801,73,MS-TC
80,MS,Fall20,CS-802,85,MS-TC
80,MS,Fall20,CS-703,79,MS-TC
81,MS,Fall20,CS-801,82,MS-TC
81,MS,Fall20,CS-802,98,MS-TC
81,MS,Fall20,CS-703,52,MS-TC
82,MS,Fall20,CS-801,59,MS-TC
82,MS,Fall20,CS-802,92,MS-TC
82,MS,Fall20,CS-703,75,MS-TC
83,MS,Fall20,CS-801,85,MS-TC
83,MS,Fall20,CS-802,55,MS-TC
83,MS,Fall20,CS-703,97,MS-TC
84,MS,Fall20,CS-801,62,MS-TC
84,MS,Fall20,CS-802,67,MS-TC
84,MS,Fall20,CS-703,70,MS-TC
85,MS,Fall20,CS-801,89,MS-TC
85,MS,Fall20,CS-802,79,MS-TC
85,MS,Fall20,CS-703,93,MS-TC
86,MS,Fall20,CS-801,66,MS-TC
86,MS,Fall20,CS-802,92,MS-TC
86,MS,Fall20,CS-703,66,MS-TC
87,MS,Fall20,CS-801,92,MS-TC
87,MS,Fall20,CS-802,54,MS-TC
87,MS,Fall20,CS-703,88,MS-TC
88,MS,Fall20,CS-801,69,MS-TC
88,MS,Fall20,CS-802,67,MS-TC
88,MS,Fall20,CS-703,61,MS-TC
89,MS,Fall20,CS-801,78,MS-TC
89,MS,Fall20,CS-802,79,MS-TC
89,MS,Fall20,CS-703,84,MS-TC
90,MS,Fall20,CS-801,55,MS-TC
90,MS,Fall20,CS-802,92,MS-TC
90,MS,Fall20,CS-703,75,MS-TC
91,MS,Fall20,CS-801,81,MS-TC
91,MS,Fall20,CS-802,54,MS-TC
91,MS,Fall20,CS-703,97,MS-TC
92,MS,Fall20,CS-801,58,MS-TC
92,MS,Fall20,CS-802,67,MS-TC
92,MS,Fall20,CS-703,70,MS-TC
93,MS,Fall20,CS-801,85,MS-TC
93,MS,Fall20,CS-802,61,MS-TC
93,MS,Fall20,CS-703,93,MS-TC
94,MS,Fall20,CS-801,61,MS-TC
94,MS,Fall20,CS-802,73,MS-TC
94,MS,Fall20,CS-703,65,MS-TC
95,MS,Fall20,CS-801,88,MS-TC
95,MS,Fall20,CS-802,86,MS-TC
95,MS,Fall20,CS-703,88,MS-TC
96,MS,Fall20,CS-801,65,MS-TC
96,MS,Fall20,CS-802,98,MS-TC
96,MS,Fall20,CS-703,61,MS-TC
97,MS,Fall20,CS-801,92,MS-TC
97,MS,Fall20,CS-802,61,MS-TC
97,MS,Fall20,CS-703,84,MS-TC
98,MS,Fall20,CS-801,50,MS-TC
98,MS,Fall20,CS-802,73,MS-TC
98,MS,Fall20,CS-703,56,MS-TC
99,MS,Fall20,CS-801,77,MS-TC
99,MS,Fall20,CS-802,86,MS-TC
99,MS,Fall20,CS-703,79,MS-TC
100,MS,Fall20,CS-801,54,MS-SPM
100,MS,Fall20,CS-802,98,MS-SPM
100,MS,Fall20,CS-703,52,MS-SPM
101,MS,Fall20,CS-801,81,MS-SPM
101,MS,Fall20,CS-802,61,MS-SPM
101,MS,Fall20,CS-703,92,MS-SPM
102,MS,Fall20,CS-801,57,MS-SPM
102,MS,Fall20,CS-802,73,MS-SPM
102,MS,Fall20,CS-703,65,MS-SPM
103,MS,Fall20,CS-801,84,MS-SPM
103,MS,Fall20,CS-802,68,MS-SPM
103,MS,Fall20,CS-703,88,MS-SPM
104,MS,Fall20,CS-801,61,MS-SPM
104,MS,Fall20,CS-802,80,MS-SPM
104,MS,Fall20,CS-703,61,MS-SPM
105,MS,Fall20,CS-801,87,MS-SPM
105,MS,Fall20,CS-802,92,MS-SPM
105,MS,Fall20,CS-703,83,MS-SPM
106,MS,Fall20,CS-801,96,MS-SPM
106,MS,Fall20,CS-802,55,MS-SPM
106,MS,Fall20,CS-703,56,MS-SPM
107,MS,Fall20,CS-801,73,MS-SPM
107,MS,Fall20,CS-802,67,MS-SPM
107,MS,Fall20,CS-703,79,MS-SPM
108,MS,Fall20,CS-801,50,MS-SPM
108,MS,Fall20,CS-802,80,MS-SPM
108,MS,Fall20,CS-703,52,MS-SPM
109,MS,Fall20,CS-801,76,MS-SPM
109,MS,Fall20,CS-802,92,MS-SPM
109,MS,Fall20,CS-703,74,MS-SPM
110,MS,Fall20,CS-801,53,MS-SPM
110,MS,Fall20,CS-802,55,MS-SPM
110,MS,Fall20,CS-703,97,MS-SPM
111,MS,Fall20,CS-801,80,MS-SPM
111,MS,Fall20,CS-802,67,MS-SPM
111,MS,Fall20,CS-703,70,MS-SPM
112,MS,Fall20,CS-801,57,MS-SPM
112,MS,Fall20,CS-802,80,MS-SPM
112,MS,Fall20,CS-703,60,MS-SPM
113,MS,Fall20,CS-801,83,MS-SPM
113,MS,Fall20,CS-802,92,MS-SPM
113,MS,Fall20,CS-703,83,MS-SPM
114,MS,Fall20,CS-801,92,MS-SPM
114,MS,Fall20,CS-802,87,MS-SPM
114,MS,Fall20,CS-703,56,MS-SPM
115,MS,Fall20,CS-801,69,MS-SPM
115,MS,Fall20,CS-802,99,MS-SPM
115,MS,Fall20,CS-703,79,MS-SPM
116,MS,Fall20,CS-801,95,MS-SPM
116,MS,Fall20,CS-802,61,MS-SPM
116,MS,Fall20,CS-703,51,MS-SPM
117,MS,Fall20,CS-801,72,MS-SPM
117,MS,Fall20,CS-802,74,MS-SPM
117,MS,Fall20,CS-703,74,MS-SPM
118,MS,Fall20,CS-801,99,MS-SPM
118,MS,Fall20,CS-802,86,MS-SPM
118,MS,Fall20,CS-703,97,MS-SPM
119,MS,Fall20,CS-801,76,MS-SPM
119,MS,Fall20,CS-802,99,MS-SPM
119,MS,Fall20,CS-703,70,MS-SPM
120,MS,Fall20,CS-801,52,MS-SPM
120,MS,Fall20,CS-802,61,MS-SPM
120,MS,Fall20,CS-703,92,MS-SPM
121,MS,Fall20,CS-801,79,MS-SPM
121,MS,Fall20,CS-802,74,MS-SPM
121,MS,Fall20,CS-703,65,MS-SPM
122,MS,Fall20,CS-801,56,MS-SPM
122,MS,Fall20,CS-802,86,MS-SPM
122,MS,Fall20,CS-703,88,MS-SPM
123,MS,Fall20,CS-801,65,MS-SPM
123,MS,Fall20,CS-802,99,MS-SPM
123,MS,Fall20,CS-703,78,MS-SPM
124,MS,Fall20,CS-801,91,MS-SPM
124,MS,Fall20,CS-802,93,MS-SPM
124,MS,Fall20,CS-703,51,MS-SPM
125,MS,Fall20,CS-801,68,MS-SPM
125,MS,Fall20,CS-802,55,MS-SPM
125,MS,Fall20,CS-703,74,MS-SPM
126,MS,Fall20,CS-801,95,MS-SPM
126,MS,Fall20,CS-802,68,MS-SPM
126,MS,Fall20,CS-703,97,MS-SPM
127,MS,Fall20,CS-801,72,MS-SPM
127,MS,Fall20,CS-802,80,MS-SPM
127,MS,Fall20,CS-703,69,MS-SPM
128,MS,Fall20,CS-801,98,MS-SPM
128,MS,Fall20,CS-802,93,MS-SPM
128,MS,Fall20,CS-703,92,MS-SPM
129,MS,Fall20,CS-801,75,MS-SPM
129,MS,Fall20,CS-802,55,MS-SPM
129,MS,Fall20,CS-703,65,MS-SPM
130,MS,Fall20,CS-801,52,MS-SPM
130,MS,Fall20,CS-802,68,MS-SPM
130,MS,Fall20,CS-703,88,MS-SPM
131,MS,Fall20,CS-801,60,MS-SPM
131,MS,Fall20,CS-802,80,MS-SPM
131,MS,Fall20,CS-703,60,MS-SPM
132,MS,Fall20,CS-801,87,MS-SPM
132,MS,Fall20,CS-802,93,MS-SPM
132,MS,Fall20,CS-703,83,MS-SPM
133,MS,Fall20,CS-801,64,MS-SPM
133,MS,Fall20,CS-802,55,MS-SPM
133,MS,Fall20,CS-703,56,MS-SPM
134,MS,Fall20,CS-801,91,MS-SPM
134,MS,Fall20,CS-802,68,MS-SPM
134,MS,Fall20,CS-703,78,MS-SPM
135,MS,Fall20,CS-801,67,MS-SPM
135,MS,Fall20,CS-802,62,MS-SPM
135,MS,Fall20,CS-703,69,MS-SPM
136,MS,Fall20,CS-801,94,MS-SPM
136,MS,Fall20,CS-802,74,MS-SPM
136,MS,Fall20,CS-703,92,MS-SPM
137,MS,Fall20,CS-801,71,MS-SPM
137,MS,Fall20,CS-802,87,MS-SPM
137,MS,Fall20,CS-703,65,MS-SPM
138,MS,Fall20,CS-801,98,MS-SPM
138,MS,Fall20,CS-802,99,MS-SPM
138,MS,Fall20,CS-703,87,MS-SPM
139,MS,Fall20,CS-801,56,MS-SPM
139,MS,Fall20,CS-802,62,MS-SPM
139,MS,Fall20,CS-703,60,MS-SPM
140,MS,Fall20,CS-801,83,MS-SPM
140,MS,Fall20,CS-802,74,MS-SPM
140,MS,Fall20,CS-703,83,MS-SPM
141,MS,Fall20,CS-801,60,MS-SPM
141,MS,Fall20,CS-802,87,MS-SPM
141,MS,Fall20,CS-703,55,MS-SPM
142,MS,Fall20,CS-801,86,MS-SPM
142,MS,Fall20,CS-802,99,MS-SPM
142,MS,Fall20,CS-703,78,MS-SPM
143,MS,Fall20,CS-801,63,MS-SPM
143,MS,Fall20,CS-802,62,MS-SPM
143,MS,Fall20,CS-703,51,MS-SPM
144,MS,Fall20,CS-801,90,MS-SPM
144,MS,Fall20,CS-802,74,MS-SPM
144,MS,Fall20,CS-703,74,MS-SPM
145,MS,Fall20,CS-801,67,MS-SPM
145,MS,Fall20,CS-802,68,MS-SPM
145,MS,Fall20,CS-703,96,MS-SPM
146,MS,Fall20,CS-801,93,MS-SPM
146,MS,Fall20,CS-802,81,MS-SPM
146,MS,Fall20,CS-703,87,MS-SPM
147,MS,Fall20,CS-801,70,MS-SPM
147,MS,Fall20,CS-802,93,MS-SPM
147,MS,Fall20,CS-703,60,MS-SPM
148,MS,Fall20,CS-801,79,MS-SPM
148,MS,Fall20,CS-802,56,MS-SPM
148,MS,Fall20,CS-703,83,MS-SPM
149,MS,Fall20,CS-801,56,MS-SPM
149,MS,Fall20,CS-802,68,MS-SPM
149,MS,Fall20,CS-703,55,MS-SPM
150,MS,Fall20,CS-801,82,MS-NW
150,MS,Fall20,CS-802,81,MS-NW
150,MS,Fall20,CS-703,78,MS-NW
151,MS,Fall20,CS-801,59,MS-NW
151,MS,Fall20,CS-802,93,MS-NW
151,MS,Fall20,CS-703,51,MS-NW
152,MS,Fall20,CS-801,86,MS-NW
152,MS,Fall20,CS-802,56,MS-NW
152,MS,Fall20,CS-703,73,MS-NW
153,MS,Fall20,CS-801,63,MS-NW
153,MS,Fall20,CS-802,68,MS-NW
153,MS,Fall20,CS-703,96,MS-NW
154,MS,Fall20,CS-801,89,MS-NW
154,MS,Fall20,CS-802,81,MS-NW
154,MS,Fall20,CS-703,69,MS-NW
155,MS,Fall20,CS-801,66,MS-NW
155,MS,Fall20,CS-802,93,MS-NW
155,MS,Fall20,CS-703,92,MS-NW
156,MS,Fall20,CS-801,75,MS-NW
156,MS,Fall20,CS-802,87,MS-NW
156,MS,Fall20,CS-703,64,MS-NW
157,MS,Fall20,CS-801,51,MS-NW
157,MS,Fall20,CS-802,50,MS-NW
157,MS,Fall20,CS-703,55,MS-NW
158,MS,Fall20,CS-801,78,MS-NW
158,MS,Fall20,CS-802,62,MS-NW
158,MS,Fall20,CS-703,78,MS-NW
159,MS,Fall20,CS-801,55,MS-NW
159,MS,Fall20,CS-802,75,MS-NW
159,MS,Fall20,CS-703,51,MS-NW
160,MS,Fall20,CS-801,82,MS-NW
160,MS,Fall20,CS-802,87,MS-NW
160,MS,Fall20,CS-703,73,MS-NW
161,MS,Fall20,CS-801,58,MS-NW
161,MS,Fall20,CS-802,50,MS-NW
161,MS,Fall20,CS-703,96,MS-NW
162,MS,Fall20,CS-801,85,MS-NW
162,MS,Fall20,CS-802,62,MS-NW
162,MS,Fall20,CS-703,69,MS-NW
163,MS,Fall20,CS-801,62,MS-NW
163,MS,Fall20,CS-802,75,MS-NW
163,MS,Fall20,CS-703,91,MS-NW
164,MS,Fall20,CS-801,71,MS-NW
164,MS,Fall20,CS-802,87,MS-NW
164,MS,Fall20,CS-703,64,MS-NW
165,MS,Fall20,CS-801,97,MS-NW
165,MS,Fall20,CS-802,50,MS-NW
165,MS,Fall20,CS-703,87,MS-NW
166,MS,Fall20,CS-801,74,MS-NW
166,MS,Fall20,CS-802,94,MS-NW
166,MS,Fall20,CS-703,60,MS-NW
167,MS,Fall20,CS-801,51,MS-NW
167,MS,Fall20,CS-802,56,MS-NW
167,MS,Fall20,CS-703,82,MS-NW
168,MS,Fall20,CS-801,77,MS-NW
168,MS,Fall20,CS-802,69,MS-NW
168,MS,Fall20,CS-703,73,MS-NW
169,MS,Fall20,CS-801,54,MS-NW
169,MS,Fall20,CS-802,81,MS-NW
169,MS,Fall20,CS-703,96,MS-NW
170,MS,Fall20,CS-801,81,MS-NW
170,MS,Fall20,CS-802,94,MS-NW
170,MS,Fall20,CS-703,69,MS-NW
171,MS,Fall20,CS-801,58,MS-NW
171,MS,Fall20,CS-802,56,MS-NW
171,MS,Fall20,CS-703,91,MS-NW
172,MS,Fall20,CS-801,84,MS-NW
172,MS,Fall20,CS-802,69,MS-NW
172,MS,Fall20,CS-703,64,MS-NW
173,MS,Fall20,CS-801,93,MS-NW
173,MS,Fall20,CS-802,81,MS-NW
173,MS,Fall20,CS-703,87,MS-NW
174,MS,Fall20,CS-801,70,MS-NW
174,MS,Fall20,CS-802,94,MS-NW
174,MS,Fall20,CS-703,59,MS-NW
175,MS,Fall20,CS-801,97,MS-NW
175,MS,Fall20,CS-802,56,MS-NW
175,MS,Fall20,CS-703,82,MS-NW
176,MS,Fall20,CS-801,73,MS-NW
176,MS,Fall20,CS-802,68,MS-NW
176,MS,Fall20,CS-703,55,MS-NW
177,MS,Fall20,CS-801,50,MS-NW
177,MS,Fall20,CS-802,63,MS-NW
177,MS,Fall20,CS-703,78,MS-NW
178,MS,Fall20,CS-801,77,MS-NW
178,MS,Fall20,CS-802,75,MS-NW
178,MS,Fall20,CS-703,50,MS-NW
179,MS,Fall20,CS-801,53,MS-NW
179,MS,Fall20,CS-802,88,MS-NW
179,MS,Fall20,CS-703,91,MS-NW
180,MS,Fall20,CS-801,80,MS-NW
180,MS,Fall20,CS-802,50,MS-NW
180,MS,Fall20,CS-703,64,MS-NW
181,MS,Fall20,CS-801,89,MS-NW
181,MS,Fall20,CS-802,63,MS-NW
181,MS,Fall20,CS-703,86,MS-NW
182,MS,Fall20,CS-801,66,MS-NW
182,MS,Fall20,CS-802,75,MS-NW
182,MS,Fall20,CS-703,59,MS-NW
183,MS,Fall20,CS-801,92,MS-NW
183,MS,Fall20,CS-802,88,MS-NW
183,MS,Fall20,CS-703,82,MS-NW
184,MS,Fall20,CS-801,69,MS-NW
184,MS,Fall20,CS-802,50,MS-NW
184,MS,Fall20,CS-703,55,MS-NW
185,MS,Fall20,CS-801,96,MS-NW
185,MS,Fall20,CS-802,63,MS-NW
185,MS,Fall20,CS-703,77,MS-NW
186,MS,Fall20,CS-801,73,MS-NW
186,MS,Fall20,CS-802,75,MS-NW
186,MS,Fall20,CS-703,50,MS-NW
187,MS,Fall20,CS-801,99,MS-NW
187,MS,Fall20,CS-802,69,MS-NW
187,MS,Fall20,CS-703,73,MS-NW
188,MS,Fall20,CS-801,76,MS-NW
188,MS,Fall20,CS-802,82,MS-NW
188,MS,Fall20,CS-703,96,MS-NW
189,MS,Fall20,CS-801,85,MS-NW
189,MS,Fall20,CS-802,94,MS-NW
189,MS,Fall20,CS-703,68,MS-NW
190,MS,Fall20,CS-801,62,MS-NW
190,MS,Fall20,CS-802,57,MS-NW
190,MS,Fall20,CS-703,91,MS-NW
191,MS,Fall20,CS-801,88,MS-NW
191,MS,Fall20,CS-802,69,MS-NW
191,MS,Fall20,CS-703,82,MS-NW
192,MS,Fall20,CS-801,65,MS-NW
192,MS,Fall20,CS-802,82,MS-NW
192,MS,Fall20,CS-703,54,MS-NW
193,MS,Fall20,CS-801,92,MS-NW
193,MS,Fall20,CS-802,94,MS-NW
193,MS,Fall20,CS-703,77,MS-NW
194,MS,Fall20,CS-801,68,MS-NW
194,MS,Fall20,CS-802,57,MS-NW
194,MS,Fall20,CS-703,50,MS-NW
195,MS,Fall20,CS-801,95,MS-NW
195,MS,Fall20,CS-802,69,MS-NW
195,MS,Fall20,CS-703,73,MS-NW
196,MS,Fall20,CS-801,72,MS-NW
196,MS,Fall20,CS-802,81,MS-NW
196,MS,Fall20,CS-703,95,MS-NW
197,MS,Fall20,CS-801,99,MS-NW
197,MS,Fall20,CS-802,94,MS-NW
197,MS,Fall20,CS-703,68,MS-NW
198,MS,Fall20,CS-801,57,MS-NW
198,MS,Fall20,CS-802,88,MS-NW
198,MS,Fall20,CS-703,91,MS-NW
199,MS,Fall20,CS-801,84,MS-NW
199,MS,Fall20,CS-802,51,MS-NW
199,MS,Fall20,CS-703,64,MS-NW
