SID,Degree,Semester,Course,Marks,Discipline
3635,BS,Fall03,CS-102,64,CS
3635,BS,Fall03,CS-103,73,CS
3635,BS,Fall03,CS-104,73,CS
3635,BS,Fall03,SS-201,62,CS
3635,BS,Fall03,MS-301,70,CS
3636,BS,Fall03,CS-101,89,CS
3636,BS,Fall03,CS-102,77,CS
3636,BS,Fall03,CS-103,96,CS
3636,BS,Fall03,CS-104,66,CS
3636,BS,Fall03,SS-201,64,CS
3636,BS,Fall03,MS-301,72,CS
3637,BS,Fall03,CS-101,65,CS
3637,BS,Fall03,CS-102,89,CS
3637,BS,Fall03,CS-103,68,CS
3637,BS,Fall03,CS-104,78,CS
3637,BS,Fall03,SS-201,66,CS
3637,BS,Fall03,MS-301,74,CS
3638,BS,Fall03,CS-101,92,CS
3638,BS,Fall03,CS-102,52,CS
3638,BS,Fall03,CS-103,59,CS
3638,BS,Fall03,CS-104,71,CS
3638,BS,Fall03,SS-201,68,CS
3638,BS,Fall03,MS-301,76,CS
3639,BS,Fall03,CS-101,69,CS
3639,BS,Fall03,CS-102,64,CS
3639,BS,Fall03,CS-103,82,CS
3639,BS,Fall03,CS-104,83,CS
3639,BS,Fall03,SS-201,70,CS
3639,BS,Fall03,MS-301,79,CS
3640,BS,Fall03,CS-101,96,CS
3640,BS,Fall03,CS-102,77,CS
3640,BS,Fall03,CS-103,55,CS
3640,BS,Fall03,CS-104,77,CS
3640,BS,Fall03,SS-201,89,CS
3640,BS,Fall03,MS-301,81,CS
3641,BS,Fall03,CS-101,72,CS
3641,BS,Fall03,CS-102,71,CS
3641,BS,Fall03,CS-103,77,CS
3641,BS,Fall03,CS-104,88,CS
3641,BS,Fall03,SS-201,91,CS
3641,BS,Fall03,MS-301,83,CS
3642,BS,Fall03,CS-101,99,CS
3642,BS,Fall03,CS-102,84,CS
3642,BS,Fall03,CS-103,50,CS
3642,BS,Fall03,CS-104,82,CS
3642,BS,Fall03,SS-201,93,CS
3642,BS,Fall03,MS-301,85,CS
3643,BS,Fall03,CS-101,76,CS
3643,BS,Fall03,CS-102,96,CS
3643,BS,Fall03,CS-103,73,CS
3643,BS,Fall03,CS-104,75,CS
3643,BS,Fall03,SS-201,95,CS
3643,BS,Fall03,MS-301,87,CS
3644,BS,Fall03,CS-101,84,CS
3644,BS,Fall03,CS-102,59,CS
3644,BS,Fall03,CS-103,96,CS
3644,BS,Fall03,CS-104,87,CS
3644,BS,Fall03,SS-201,97,CS
3644,BS,Fall03,MS-301,89,CS
3645,BS,Fall03,CS-101,61,CS
3645,BS,Fall03,CS-102,71,CS
3645,BS,Fall03,CS-103,68,CS
3645,BS,Fall03,CS-104,81,CS
3645,BS,Fall03,SS-201,99,CS
3645,BS,Fall03,MS-301,91,CS
3646,BS,Fall03,CS-101,88,CS
3646,BS,Fall03,CS-102,83,CS
3646,BS,Fall03,CS-103,91,CS
3646,BS,Fall03,CS-104,92,CS
3646,BS,Fall03,SS-201,69,CS
3646,BS,Fall03,MS-301,93,CS
3647,BS,Fall03,CS-101,65,CS
3647,BS,Fall03,CS-102,96,CS
3647,BS,Fall03,CS-103,64,CS
3647,BS,Fall03,CS-104,86,CS
3647,BS,Fall03,SS-201,71,CS
3647,BS,Fall03,MS-301,95,CS
3648,BS,Fall03,CS-101,91,CS
3648,BS,Fall03,CS-102,58,CS
3648,BS,Fall03,CS-103,86,CS
3648,BS,Fall03,CS-104,97,CS
3648,BS,Fall03,SS-201,73,CS
3648,BS,Fall03,MS-301,97,CS
3649,BS,Fall03,CS-101,68,CS
3649,BS,Fall03,CS-102,71,CS
3649,BS,Fall03,CS-103,59,CS
3649,BS,Fall03,CS-104,91,CS
3649,BS,Fall03,SS-201,75,CS
3649,BS,Fall03,MS-301,99,CS
3650,BS,Fall03,CS-101,95,CS
3650,BS,Fall03,CS-102,83,CS
3650,BS,Fall03,CS-103,50,CS
3650,BS,Fall03,CS-104,53,CS
3650,BS,Fall03,SS-201,77,CS
3650,BS,Fall03,MS-301,52,CS
3651,BS,Fall03,CS-101,72,CS
3651,BS,Fall03,CS-102,78,CS
3651,BS,Fall03,CS-103,73,CS
3651,BS,Fall03,CS-104,96,CS
3651,BS,Fall03,SS-201,97,CS
3651,BS,Fall03,MS-301,54,CS
3652,BS,Fall03,CS-101,98,CS
3652,BS,Fall03,CS-102,90,CS
3652,BS,Fall03,CS-103,95,CS
3652,BS,Fall03,CS-104,58,CS
3652,BS,Fall03,SS-201,99,CS
3652,BS,Fall03,MS-301,56,CS
3653,BS,Fall03,CS-101,57,CS
3653,BS,Fall03,CS-102,53,CS
3653,BS,Fall03,CS-103,68,CS
3653,BS,Fall03,CS-104,51,CS
3653,BS,Fall03,SS-201,51,CS
3653,BS,Fall03,MS-301,58,CS
3654,BS,Fall03,CS-101,84,CS
3654,BS,Fall03,CS-102,65,CS
3654,BS,Fall03,CS-103,91,CS
3654,BS,Fall03,CS-104,63,CS
3654,BS,Fall03,SS-201,53,CS
3654,BS,Fall03,MS-301,60,CS
3655,BS,Fall03,CS-101,61,CS
3655,BS,Fall03,CS-102,78,CS
3655,BS,Fall03,CS-103,64,CS
3655,BS,Fall03,CS-104,57,CS
3655,BS,Fall03,SS-201,54,CS
3655,BS,Fall03,MS-301,62,CS
3656,BS,Fall03,CS-101,87,CS
3656,BS,Fall03,CS-102,90,CS
3656,BS,Fall03,CS-103,86,CS
3656,BS,Fall03,CS-104,68,CS
3656,BS,Fall03,SS-201,74,CS
3656,BS,Fall03,MS-301,64,CS
3657,BS,Fall03,CS-101,64,CS
3657,BS,Fall03,CS-102,52,CS
3657,BS,Fall03,CS-103,59,CS
3657,BS,Fall03,CS-104,62,CS
3657,BS,Fall03,SS-201,76,CS
3657,BS,Fall03,MS-301,66,CS
3658,BS,Fall03,CS-101,91,CS
3658,BS,Fall03,CS-102,65,CS
3658,BS,Fall03,CS-103,82,CS
3658,BS,Fall03,CS-104,73,CS
3658,BS,Fall03,SS-201,78,CS
3658,BS,Fall03,MS-301,68,CS
3659,BS,Fall03,CS-101,67,CS
3659,BS,Fall03,CS-102,77,CS
3659,BS,Fall03,CS-103,54,CS
3659,BS,Fall03,CS-104,67,CS
3659,BS,Fall03,SS-201,80,CS
3659,BS,Fall03,MS-301,70,CS
3660,BS,Fall03,CS-101,94,CS
3660,BS,Fall03,CS-102,90,CS
3660,BS,Fall03,CS-103,77,CS
3660,BS,Fall03,CS-104,78,CS
3660,BS,Fall03,SS-201,82,CS
3660,BS,Fall03,MS-301,73,CS
3661,BS,Fall03,CS-101,53,CS
3661,BS,Fall03,CS-102,52,CS
3661,BS,Fall03,CS-103,68,CS
3661,BS,Fall03,CS-104,72,CS
3661,BS,Fall03,SS-201,84,CS
3661,BS,Fall03,MS-301,75,CS
3662,BS,Fall03,CS-101,80,CS
3662,BS,Fall03,CS-102,97,CS
3662,BS,Fall03,CS-103,91,CS
3662,BS,Fall03,CS-104,84,CS
3662,BS,Fall03,SS-201,54,CS
3662,BS,Fall03,MS-301,77,CS
3663,BS,Fall03,CS-101,56,CS
3663,BS,Fall03,CS-102,59,CS
3663,BS,Fall03,CS-103,63,CS
3663,BS,Fall03,CS-104,77,CS
3663,BS,Fall03,SS-201,56,CS
3663,BS,Fall03,MS-301,79,CS
3664,BS,Fall03,CS-101,83,CS
3664,BS,Fall03,CS-102,72,CS
3664,BS,Fall03,CS-103,86,CS
3664,BS,Fall03,CS-104,89,CS
3664,BS,Fall03,SS-201,58,CS
3664,BS,Fall03,MS-301,81,CS
3665,BS,Fall03,CS-101,60,CS
3665,BS,Fall03,CS-102,84,CS
3665,BS,Fall03,CS-103,59,CS
3665,BS,Fall03,CS-104,82,CS
3665,BS,Fall03,SS-201,60,CS
3665,BS,Fall03,MS-301,83,CS
3666,BS,Fall03,CS-101,87,CS
3666,BS,Fall03,CS-102,96,CS
3666,BS,Fall03,CS-103,82,CS
3666,BS,Fall03,CS-104,94,CS
3666,BS,Fall03,SS-201,62,CS
3666,BS,Fall03,MS-301,85,CS
3667,BS,Fall03,CS-101,63,CS
3667,BS,Fall03,CS-102,59,CS
3667,BS,Fall03,CS-103,54,CS
3667,BS,Fall03,CS-104,88,CS
3667,BS,Fall03,SS-201,82,CS
3667,BS,Fall03,MS-301,87,CS
3668,BS,Fall03,CS-101,90,CS
3668,BS,Fall03,CS-102,71,CS
3668,BS,Fall03,CS-103,77,CS
3668,BS,Fall03,CS-104,99,CS
3668,BS,Fall03,SS-201,84,CS
3668,BS,Fall03,MS-301,89,CS
3669,BS,Fall03,CS-101,99,CS
3669,BS,Fall03,CS-102,84,CS
3669,BS,Fall03,CS-103,50,CS
3669,BS,Fall03,CS-104,93,CS
3669,BS,Fall03,SS-201,85,CS
3669,BS,Fall03,MS-301,91,CS
3670,BS,Fall03,CS-101,75,CS
3670,BS,Fall03,CS-102,96,CS
3670,BS,Fall03,CS-103,72,CS
3670,BS,Fall03,CS-104,54,CS
3670,BS,Fall03,SS-201,87,CS
3670,BS,Fall03,MS-301,93,CS
3671,BS,Fall03,CS-101,52,CS
3671,BS,Fall03,CS-102,59,CS
3671,BS,Fall03,CS-103,95,CS
3671,BS,Fall03,CS-104,98,CS
3671,BS,Fall03,SS-201,89,CS
3671,BS,Fall03,MS-301,96,CS
3672,BS,Fall03,CS-101,79,CS
3672,BS,Fall03,CS-102,53,CS
3672,BS,Fall03,CS-103,86,CS
3672,BS,Fall03,CS-104,60,CS
3672,BS,Fall03,SS-201,59,CS
3672,BS,Fall03,MS-301,98,CS
3673,BS,Fall03,CS-101,56,CS
3673,BS,Fall03,CS-102,66,CS
3673,BS,Fall03,CS-103,59,CS
3673,BS,Fall03,CS-104,53,CS
3673,BS,Fall03,SS-201,61,CS
3673,BS,Fall03,MS-301,50,CS
3674,BS,Fall03,CS-101,82,CS
3674,BS,Fall03,CS-102,78,CS
3674,BS,Fall03,CS-103,81,CS
3674,BS,Fall03,CS-104,65,CS
3674,BS,Fall03,SS-201,63,CS
3674,BS,Fall03,MS-301,52,CS
3675,BS,Fall03,CS-101,59,CS
3675,BS,Fall03,CS-102,91,CS
3675,BS,Fall03,CS-103,54,CS
3675,BS,Fall03,CS-104,58,CS
3675,BS,Fall03,SS-201,65,CS
3675,BS,Fall03,MS-301,54,CS
3676,BS,Fall03,CS-101,86,CS
3676,BS,Fall03,CS-102,53,CS
3676,BS,Fall03,CS-103,77,CS
3676,BS,Fall03,CS-104,70,CS
3676,BS,Fall03,SS-201,67,CS
3676,BS,Fall03,MS-301,56,CS
3677,BS,Fall03,CS-101,63,CS
3677,BS,Fall03,CS-102,65,CS
3677,BS,Fall03,CS-103,99,CS
3677,BS,Fall03,CS-104,63,CS
3677,BS,Fall03,SS-201,69,CS
3677,BS,Fall03,MS-301,58,CS
3678,BS,Fall03,CS-101,71,CS
3678,BS,Fall03,CS-102,78,CS
3678,BS,Fall03,CS-103,72,CS
3678,BS,Fall03,CS-104,75,CS
3678,BS,Fall03,SS-201,89,CS
3678,BS,Fall03,MS-301,60,CS
3679,BS,Fall03,CS-101,98,CS
3679,BS,Fall03,CS-102,90,CS
3679,BS,Fall03,CS-103,95,CS
3679,BS,Fall03,CS-104,69,CS
3679,BS,Fall03,SS-201,91,CS
3679,BS,Fall03,MS-301,62,CS
3680,BS,Fall03,CS-101,75,CS
3680,BS,Fall03,CS-102,53,CS
3680,BS,Fall03,CS-103,68,CS
3680,BS,Fall03,CS-104,80,CS
3680,BS,Fall03,SS-201,93,CS
3680,BS,Fall03,MS-301,64,CS
3681,BS,Fall03,CS-101,51,CS
3681,BS,Fall03,CS-102,65,CS
3681,BS,Fall03,CS-103,90,CS
3681,BS,Fall03,CS-104,74,CS
3681,BS,Fall03,SS-201,95,CS
3681,BS,Fall03,MS-301,66,CS
3682,BS,Fall03,CS-101,78,CS
3682,BS,Fall03,CS-102,78,CS
3682,BS,Fall03,CS-103,63,CS
3682,BS,Fall03,CS-104,85,CS
3682,BS,Fall03,SS-201,97,CS
3682,BS,Fall03,MS-301,69,CS
3683,BS,Fall03,CS-101,55,CS
3683,BS,Fall03,CS-102,72,CS
3683,BS,Fall03,CS-103,54,CS
3683,BS,Fall03,CS-104,79,CS
3683,BS,Fall03,SS-201,67,CS
3683,BS,Fall03,MS-301,71,CS
3684,BS,Fall03,CS-101,82,CS
3684,BS,Fall03,CS-102,85,CS
3684,BS,Fall03,CS-103,77,CS
3684,BS,Fall03,CS-104,91,CS
3684,BS,Fall03,SS-201,68,CS
3684,BS,Fall03,MS-301,73,CS
3685,BS,Fall03,CS-101,58,CS
3685,BS,Fall03,CS-102,97,CS
3685,BS,Fall03,CS-103,99,CS
3685,BS,Fall03,CS-104,84,CS
3685,BS,Fall03,SS-201,70,CS
3685,BS,Fall03,MS-301,75,CS
3686,BS,Fall03,CS-101,67,CS
3686,BS,Fall03,CS-102,59,CS
3686,BS,Fall03,CS-103,72,CS
3686,BS,Fall03,CS-104,96,CS
3686,BS,Fall03,SS-201,72,CS
3686,BS,Fall03,MS-301,77,CS
3687,BS,Fall03,CS-101,94,CS
3687,BS,Fall03,CS-102,72,CS
3687,BS,Fall03,CS-103,95,CS
3687,BS,Fall03,CS-104,89,CS
3687,BS,Fall03,SS-201,74,CS
3687,BS,Fall03,MS-301,79,CS
3688,BS,Fall03,CS-101,71,CS
3688,BS,Fall03,CS-102,84,CS
3688,BS,Fall03,CS-103,67,CS
3688,BS,Fall03,CS-104,51,CS
3688,BS,Fall03,SS-201,94,CS
3688,BS,Fall03,MS-301,81,CS
3689,BS,Fall03,CS-101,97,CS
3689,BS,Fall03,CS-102,97,CS
3689,BS,Fall03,CS-103,90,CS
3689,BS,Fall03,CS-104,95,CS
3689,BS,Fall03,SS-201,96,CS
3689,BS,Fall03,MS-301,83,CS
3690,BS,Fall03,CS-101,74,CS
3690,BS,Fall03,CS-102,59,CS
3690,BS,Fall03,CS-103,63,CS
3690,BS,Fall03,CS-104,56,CS
3690,BS,Fall03,SS-201,98,CS
3690,BS,Fall03,MS-301,85,CS
3691,BS,Fall03,CS-101,51,CS
3691,BS,Fall03,CS-102,72,CS
3691,BS,Fall03,CS-103,86,CS
3691,BS,Fall03,CS-104,50,CS
3691,BS,Fall03,SS-201,50,CS
3691,BS,Fall03,MS-301,87,CS
3692,BS,Fall03,CS-101,78,CS
3692,BS,Fall03,CS-102,84,CS
3692,BS,Fall03,CS-103,58,CS
3692,BS,Fall03,CS-104,61,CS
3692,BS,Fall03,SS-201,52,CS
3692,BS,Fall03,MS-301,90,CS
3693,BS,Fall03,CS-101,54,CS
3693,BS,Fall03,CS-102,79,CS
3693,BS,Fall03,CS-103,81,CS
3693,BS,Fall03,CS-104,55,CS
3693,BS,Fall03,SS-201,54,CS
3693,BS,Fall03,MS-301,92,CS
3694,BS,Fall03,CS-101,63,CS
3694,BS,Fall03,CS-102,91,CS
3694,BS,Fall03,CS-103,72,CS
3694,BS,Fall03,CS-104,67,CS
3694,BS,Fall03,SS-201,74,CS
3694,BS,Fall03,MS-301,94,CS
3695,BS,Fall03,CS-101,90,CS
3695,BS,Fall03,CS-102,54,CS
3695,BS,Fall03,CS-103,95,CS
3695,BS,Fall03,CS-104,60,CS
3695,BS,Fall03,SS-201,76,CS
3695,BS,Fall03,MS-301,96,CS
3696,BS,Fall03,CS-101,66,CS
3696,BS,Fall03,CS-102,66,CS
3696,BS,Fall03,CS-103,67,CS
3696,BS,Fall03,CS-104,72,CS
3696,BS,Fall03,SS-201,78,CS
3696,BS,Fall03,MS-301,98,CS
3697,BS,Fall03,CS-101,93,CS
3697,BS,Fall03,CS-102,78,CS
3697,BS,Fall03,CS-103,90,CS
3697,BS,Fall03,CS-104,65,CS
3697,BS,Fall03,SS-201,80,CS
3697,BS,Fall03,MS-301,50,CS
3698,BS,Fall03,CS-101,70,CS
3698,BS,Fall03,CS-102,91,CS
3698,BS,Fall03,CS-103,63,CS
3698,BS,Fall03,CS-104,77,CS
3698,BS,Fall03,SS-201,82,CS
3698,BS,Fall03,MS-301,52,CS
3699,BS,Fall03,CS-101,97,CS
3699,BS,Fall03,CS-102,53,CS
3699,BS,Fall03,CS-103,85,CS
3699,BS,Fall03,CS-104,70,CS
3699,BS,Fall03,SS-201,51,CS
3699,BS,Fall03,MS-301,54,CS
3700,BS,Fall03,CS-101,73,TC
3700,BS,Fall03,CS-102,66,TC
3700,BS,Fall03,CS-103,58,TC
3700,BS,Fall03,CS-104,82,TC
3700,BS,Fall03,SS-201,53,TC
3700,BS,Fall03,MS-301,56,TC
3701,BS,Fall03,CS-101,50,TC
3701,BS,Fall03,CS-102,78,TC
3701,BS,Fall03,CS-103,81,TC
3701,BS,Fall03,CS-104,76,TC
3701,BS,Fall03,SS-201,55,TC
3701,BS,Fall03,MS-301,58,TC
3702,BS,Fall03,CS-101,77,TC
3702,BS,Fall03,CS-102,91,TC
3702,BS,Fall03,CS-103,54,TC
3702,BS,Fall03,CS-104,87,TC
3702,BS,Fall03,SS-201,57,TC
3702,BS,Fall03,MS-301,60,TC
3703,BS,Fall03,CS-101,86,TC
3703,BS,Fall03,CS-102,53,TC
3703,BS,Fall03,CS-103,76,TC
3703,BS,Fall03,CS-104,81,TC
3703,BS,Fall03,SS-201,59,TC
3703,BS,Fall03,MS-301,63,TC
3704,BS,Fall03,CS-101,62,TC
3704,BS,Fall03,CS-102,98,TC
3704,BS,Fall03,CS-103,99,TC
3704,BS,Fall03,CS-104,92,TC
3704,BS,Fall03,SS-201,79,TC
3704,BS,Fall03,MS-301,65,TC
3705,BS,Fall03,CS-101,89,TC
3705,BS,Fall03,CS-102,60,TC
3705,BS,Fall03,CS-103,72,TC
3705,BS,Fall03,CS-104,86,TC
3705,BS,Fall03,SS-201,81,TC
3705,BS,Fall03,MS-301,67,TC
3706,BS,Fall03,CS-101,66,TC
3706,BS,Fall03,CS-102,73,TC
3706,BS,Fall03,CS-103,63,TC
3706,BS,Fall03,CS-104,98,TC
3706,BS,Fall03,SS-201,83,TC
3706,BS,Fall03,MS-301,69,TC
3707,BS,Fall03,CS-101,92,TC
3707,BS,Fall03,CS-102,85,TC
3707,BS,Fall03,CS-103,85,TC
3707,BS,Fall03,CS-104,91,TC
3707,BS,Fall03,SS-201,85,TC
3707,BS,Fall03,MS-301,71,TC
3708,BS,Fall03,CS-101,69,TC
3708,BS,Fall03,CS-102,97,TC
3708,BS,Fall03,CS-103,58,TC
3708,BS,Fall03,CS-104,53,TC
3708,BS,Fall03,SS-201,87,TC
3708,BS,Fall03,MS-301,73,TC
3709,BS,Fall03,CS-101,96,TC
3709,BS,Fall03,CS-102,60,TC
3709,BS,Fall03,CS-103,81,TC
3709,BS,Fall03,CS-104,96,TC
3709,BS,Fall03,SS-201,89,TC
3709,BS,Fall03,MS-301,75,TC
3710,BS,Fall03,CS-101,73,TC
3710,BS,Fall03,CS-102,72,TC
3710,BS,Fall03,CS-103,53,TC
3710,BS,Fall03,CS-104,58,TC
