Reg#,Courses,Score,Program,Sem,Year
158,CS-802,62,MS-NW,Fall,2002
158,CS-703,78,MS-NW,Fall,2002
159,CS-801,55,MS-NW,Fall,2002
159,CS-802,75,MS-NW,Fall,2002
159,CS-703,51,MS-NW,Fall,2002
160,CS-801,82,MS-NW,Fall,2002
160,CS-802,87,MS-NW,Fall,2002
160,CS-703,73,MS-NW,Fall,2002
161,CS-801,58,MS-NW,Fall,2002
161,CS-802,50,MS-NW,Fall,2002
161,CS-703,96,MS-NW,Fall,2002
162,CS-801,85,MS-NW,Fall,2002
162,CS-802,62,MS-NW,Fall,2002
162,CS-703,69,MS-NW,Fall,2002
163,CS-801,62,MS-NW,Fall,2002
163,CS-802,75,MS-NW,Fall,2002
163,CS-703,91,MS-NW,Fall,2002
164,CS-801,71,MS-NW,Fall,2002
164,CS-802,87,MS-NW,Fall,2002
164,CS-703,64,MS-NW,Fall,2002
165,CS-801,97,MS-NW,Fall,2002
165,CS-802,50,MS-NW,Fall,2002
165,CS-703,87,MS-NW,Fall,2002
166,CS-801,74,MS-NW,Fall,2002
166,CS-802,94,MS-NW,Fall,2002
166,CS-703,60,MS-NW,Fall,2002
167,CS-801,51,MS-NW,Fall,2002
167,CS-802,56,MS-NW,Fall,2002
167,CS-703,82,MS-NW,Fall,2002
168,CS-801,77,MS-NW,Fall,2002
168,CS-802,69,MS-NW,Fall,2002
168,CS-703,73,MS-NW,Fall,2002
169,CS-801,54,MS-NW,Fall,2002
169,CS-802,81,MS-NW,Fall,2002
169,CS-703,96,MS-NW,Fall,2002
170,CS-801,81,MS-NW,Fall,2002
170,CS-802,94,MS-NW,Fall,2002
170,CS-703,69,MS-NW,Fall,2002
171,CS-801,58,MS-NW,Fall,2002
171,CS-802,56,MS-NW,Fall,2002
171,CS-703,91,MS-NW,Fall,2002
172,CS-801,84,MS-NW,Fall,2002
172,CS-802,69,MS-NW,Fall,2002
172,CS-703,64,MS-NW,Fall,2002
173,CS-801,93,MS-NW,Fall,2002
173,CS-802,81,MS-NW,Fall,2002
173,CS-703,87,MS-NW,Fall,2002
174,CS-801,70,MS-NW,Fall,2002
174,CS-802,94,MS-NW,Fall,2002
174,CS-703,59,MS-NW,Fall,2002
175,CS-801,97,MS-NW,Fall,2002
175,CS-802,56,MS-NW,Fall,2002
175,CS-703,82,MS-NW,Fall,2002
176,CS-801,73,MS-NW,Fall,2002
176,CS-802,68,MS-NW,Fall,2002
176,CS-703,55,MS-NW,Fall,2002
177,CS-801,50,MS-NW,Fall,2002
177,CS-802,63,MS-NW,Fall,2002
177,CS-703,78,MS-NW,Fall,2002
178,CS-801,77,MS-NW,Fall,2002
178,CS-802,75,MS-NW,Fall,2002
178,CS-703,50,MS-NW,Fall,2002
179,CS-801,53,MS-NW,Fall,2002
179,CS-802,88,MS-NW,Fall,2002
179,CS-703,91,MS-NW,Fall,2002
180,CS-801,80,MS-NW,Fall,2002
180,CS-802,50,MS-NW,Fall,2002
180,CS-703,64,MS-NW,Fall,2002
181,CS-801,89,MS-NW,Fall,2002
181,CS-802,63,MS-NW,Fall,2002
181,CS-703,86,MS-NW,Fall,2002
182,CS-801,66,MS-NW,Fall,2002
182,CS-802,75,MS-NW,Fall,2002
182,CS-703,59,MS-NW,Fall,2002
183,CS-801,92,MS-NW,Fall,2002
183,CS-802,88,MS-NW,Fall,2002
183,CS-703,82,MS-NW,Fall,2002
184,CS-801,69,MS-NW,Fall,2002
184,CS-802,50,MS-NW,Fall,2002
184,CS-703,55,MS-NW,Fall,2002
185,CS-801,96,MS-NW,Fall,2002
185,CS-802,63,MS-NW,Fall,2002
185,CS-703,77,MS-NW,Fall,2002
186,CS-801,73,MS-NW,Fall,2002
186,CS-802,75,MS-NW,Fall,2002
186,CS-703,50,MS-NW,Fall,2002
187,CS-801,99,MS-NW,Fall,2002
187,CS-802,69,MS-NW,Fall,2002
187,CS-703,73,MS-NW,Fall,2002
188,CS-801,76,MS-NW,Fall,2002
188,CS-802,82,MS-NW,Fall,2002
188,CS-703,96,MS-NW,Fall,2002
189,CS-801,85,MS-NW,Fall,2002
189,CS-802,94,MS-NW,Fall,2002
189,CS-703,68,MS-NW,Fall,2002
190,CS-801,62,MS-NW,Fall,2002
190,CS-802,57,MS-NW,Fall,2002
190,CS-703,91,MS-NW,Fall,2002
191,CS-801,88,MS-NW,Fall,2002
191,CS-802,69,MS-NW,Fall,2002
191,CS-703,82,MS-NW,Fall,2002
192,CS-801,65,MS-NW,Fall,2002
192,CS-802,82,MS-NW,Fall,2002
192,CS-703,54,MS-NW,Fall,2002
193,CS-801,92,MS-NW,Fall,2002
193,CS-802,94,MS-NW,Fall,2002
193,CS-703,77,MS-NW,Fall,2002
194,CS-801,68,MS-NW,Fall,2002
194,CS-802,57,MS-NW,Fall,2002
194,CS-703,50,MS-NW,Fall,2002
195,CS-801,95,MS-NW,Fall,2002
195,CS-802,69,MS-NW,Fall,2002
195,CS-703,73,MS-NW,Fall,2002
196,CS-801,72,MS-NW,Fall,2002
196,CS-802,81,MS-NW,Fall,2002
196,CS-703,95,MS-NW,Fall,2002
197,CS-801,99,MS-NW,Fall,2002
197,CS-802,94,MS-NW,Fall,2002
197,CS-703,68,MS-NW,Fall,2002
198,CS-801,57,MS-NW,Fall,2002
198,CS-802,88,MS-NW,Fall,2002
198,CS-703,91,MS-NW,Fall,2002
199,CS-801,84,MS-NW,Fall,2002
199,CS-802,51,MS-NW,Fall,2002
199,CS-703,64,MS-NW,Fall,2002
100,CS-704,56,MS-CS,Spring,2003
100,CS-201,63,MS-CS,Spring,2003
100,CS-301,88,MS-CS,Spring,2003
101,CS-704,98,MS-CS,Spring,2003
101,CS-201,67,MS-CS,Spring,2003
101,CS-301,50,MS-CS,Spring,2003
102,CS-704,97,MS-CS,Spring,2003
102,CS-201,61,MS-CS,Spring,2003
102,CS-301,91,MS-CS,Spring,2003
103,CS-704,88,MS-CS,Spring,2003
103,CS-201,62,MS-CS,Spring,2003
103,CS-301,65,MS-CS,Spring,2003
104,CS-704,69,MS-CS,Spring,2003
104,CS-201,56,MS-CS,Spring,2003
104,CS-301,68,MS-CS,Spring,2003
105,CS-704,87,MS-CS,Spring,2003
105,CS-201,97,MS-CS,Spring,2003
105,CS-301,64,MS-CS,Spring,2003
106,CS-704,92,MS-CS,Spring,2003
106,CS-201,52,MS-CS,Spring,2003
106,CS-301,95,MS-CS,Spring,2003
107,CS-704,74,MS-CS,Spring,2003
107,CS-201,60,MS-CS,Spring,2003
107,CS-301,98,MS-CS,Spring,2003
108,CS-704,54,MS-CS,Spring,2003
108,CS-201,81,MS-CS,Spring,2003
108,CS-301,99,MS-CS,Spring,2003
109,CS-704,73,MS-CS,Spring,2003
109,CS-201,71,MS-CS,Spring,2003
109,CS-301,84,MS-CS,Spring,2003
110,CS-704,76,MS-CS,Spring,2003
110,CS-201,74,MS-CS,Spring,2003
110,CS-301,86,MS-CS,Spring,2003
111,CS-704,80,MS-CS,Spring,2003
111,CS-201,94,MS-CS,Spring,2003
111,CS-301,99,MS-CS,Spring,2003
112,CS-704,55,MS-CS,Spring,2003
112,CS-201,74,MS-CS,Spring,2003
112,CS-301,66,MS-CS,Spring,2003
113,CS-704,59,MS-CS,Spring,2003
113,CS-201,81,MS-CS,Spring,2003
113,CS-301,89,MS-CS,Spring,2003
114,CS-704,99,MS-CS,Spring,2003
114,CS-201,58,MS-CS,Spring,2003
114,CS-301,74,MS-CS,Spring,2003
115,CS-704,56,MS-CS,Spring,2003
115,CS-201,61,MS-CS,Spring,2003
115,CS-301,69,MS-CS,Spring,2003
116,CS-704,66,MS-CS,Spring,2003
116,CS-201,73,MS-CS,Spring,2003
116,CS-301,58,MS-CS,Spring,2003
117,CS-704,96,MS-CS,Spring,2003
117,CS-201,90,MS-CS,Spring,2003
117,CS-301,90,MS-CS,Spring,2003
118,CS-704,59,MS-CS,Spring,2003
118,CS-201,88,MS-CS,Spring,2003
118,CS-301,66,MS-CS,Spring,2003
119,CS-704,86,MS-CS,Spring,2003
119,CS-201,55,MS-CS,Spring,2003
119,CS-301,63,MS-CS,Spring,2003
120,CS-704,72,MS-CS,Spring,2003
120,CS-201,67,MS-CS,Spring,2003
120,CS-301,57,MS-CS,Spring,2003
121,CS-704,88,MS-CS,Spring,2003
121,CS-201,52,MS-CS,Spring,2003
121,CS-301,66,MS-CS,Spring,2003
122,CS-704,66,MS-CS,Spring,2003
122,CS-201,50,MS-CS,Spring,2003
122,CS-301,76,MS-CS,Spring,2003
123,CS-704,67,MS-CS,Spring,2003
123,CS-201,68,MS-CS,Spring,2003
123,CS-301,59,MS-CS,Spring,2003
124,CS-704,99,MS-CS,Spring,2003
124,CS-201,79,MS-CS,Spring,2003
124,CS-301,80,MS-CS,Spring,2003
125,CS-704,77,MS-CS,Spring,2003
125,CS-201,77,MS-CS,Spring,2003
125,CS-301,82,MS-CS,Spring,2003
126,CS-704,99,MS-CS,Spring,2003
126,CS-201,97,MS-CS,Spring,2003
126,CS-301,54,MS-CS,Spring,2003
127,CS-704,76,MS-CS,Spring,2003
127,CS-201,66,MS-CS,Spring,2003
127,CS-301,63,MS-CS,Spring,2003
128,CS-704,65,MS-CS,Spring,2003
128,CS-201,91,MS-CS,Spring,2003
128,CS-301,50,MS-CS,Spring,2003
129,CS-704,52,MS-CS,Spring,2003
129,CS-201,51,MS-CS,Spring,2003
129,CS-301,56,MS-CS,Spring,2003
130,CS-704,93,MS-CS,Spring,2003
130,CS-201,52,MS-CS,Spring,2003
130,CS-301,76,MS-CS,Spring,2003
131,CS-704,70,MS-CS,Spring,2003
131,CS-201,86,MS-CS,Spring,2003
131,CS-301,77,MS-CS,Spring,2003
132,CS-704,77,MS-CS,Spring,2003
132,CS-201,95,MS-CS,Spring,2003
132,CS-301,80,MS-CS,Spring,2003
133,CS-704,95,MS-CS,Spring,2003
133,CS-201,52,MS-CS,Spring,2003
133,CS-301,88,MS-CS,Spring,2003
134,CS-704,58,MS-CS,Spring,2003
134,CS-201,52,MS-CS,Spring,2003
134,CS-301,52,MS-CS,Spring,2003
135,CS-704,65,MS-CS,Spring,2003
135,CS-201,66,MS-CS,Spring,2003
135,CS-301,94,MS-CS,Spring,2003
136,CS-704,64,MS-CS,Spring,2003
136,CS-201,98,MS-CS,Spring,2003
136,CS-301,74,MS-CS,Spring,2003
137,CS-704,51,MS-CS,Spring,2003
137,CS-201,78,MS-CS,Spring,2003
137,CS-301,90,MS-CS,Spring,2003
138,CS-704,97,MS-CS,Spring,2003
138,CS-201,98,MS-CS,Spring,2003
138,CS-301,56,MS-CS,Spring,2003
139,CS-704,76,MS-CS,Spring,2003
139,CS-201,50,MS-CS,Spring,2003
139,CS-301,89,MS-CS,Spring,2003
140,CS-704,63,MS-CS,Spring,2003
140,CS-201,98,MS-CS,Spring,2003
140,CS-301,84,MS-CS,Spring,2003
141,CS-704,63,MS-CS,Spring,2003
141,CS-201,71,MS-CS,Spring,2003
141,CS-301,75,MS-CS,Spring,2003
142,CS-704,73,MS-CS,Spring,2003
142,CS-201,82,MS-CS,Spring,2003
142,CS-301,52,MS-CS,Spring,2003
143,CS-704,52,MS-CS,Spring,2003
143,CS-201,61,MS-CS,Spring,2003
143,CS-301,65,MS-CS,Spring,2003
144,CS-704,76,MS-CS,Spring,2003
144,CS-201,51,MS-CS,Spring,2003
144,CS-301,70,MS-CS,Spring,2003
145,CS-704,74,MS-CS,Spring,2003
145,CS-201,98,MS-CS,Spring,2003
145,CS-301,63,MS-CS,Spring,2003
146,CS-704,57,MS-CS,Spring,2003
146,CS-201,85,MS-CS,Spring,2003
146,CS-301,57,MS-CS,Spring,2003
147,CS-704,63,MS-CS,Spring,2003
147,CS-201,57,MS-CS,Spring,2003
147,CS-301,81,MS-CS,Spring,2003
148,CS-704,88,MS-CS,Spring,2003
148,CS-201,71,MS-CS,Spring,2003
148,CS-301,78,MS-CS,Spring,2003
149,CS-704,75,MS-CS,Spring,2003
149,CS-201,60,MS-CS,Spring,2003
149,CS-301,88,MS-CS,Spring,2003
150,CS-707,59,MS-NW,Spring,2003
150,CS-404,93,MS-NW,Spring,2003
150,CS-307,50,MS-NW,Spring,2003
151,CS-707,51,MS-NW,Spring,2003
151,CS-404,80,MS-NW,Spring,2003
151,CS-307,54,MS-NW,Spring,2003
152,CS-707,62,MS-NW,Spring,2003
152,CS-404,97,MS-NW,Spring,2003
152,CS-307,50,MS-NW,Spring,2003
153,CS-707,91,MS-NW,Spring,2003
153,CS-404,87,MS-NW,Spring,2003
153,CS-307,96,MS-NW,Spring,2003
154,CS-707,72,MS-NW,Spring,2003
154,CS-404,66,MS-NW,Spring,2003
154,CS-307,62,MS-NW,Spring,2003
155,CS-707,57,MS-NW,Spring,2003
155,CS-404,84,MS-NW,Spring,2003
155,CS-307,67,MS-NW,Spring,2003
156,CS-707,83,MS-NW,Spring,2003
156,CS-404,63,MS-NW,Spring,2003
156,CS-307,90,MS-NW,Spring,2003
157,CS-707,68,MS-NW,Spring,2003
157,CS-404,99,MS-NW,Spring,2003
157,CS-307,72,MS-NW,Spring,2003
158,CS-707,63,MS-NW,Spring,2003
158,CS-404,64,MS-NW,Spring,2003
158,CS-307,54,MS-NW,Spring,2003
159,CS-707,60,MS-NW,Spring,2003
159,CS-404,99,MS-NW,Spring,2003
159,CS-307,58,MS-NW,Spring,2003
160,CS-707,91,MS-NW,Spring,2003
160,CS-404,60,MS-NW,Spring,2003
160,CS-307,70,MS-NW,Spring,2003
161,CS-707,96,MS-NW,Spring,2003
161,CS-404,51,MS-NW,Spring,2003
161,CS-307,74,MS-NW,Spring,2003
162,CS-707,78,MS-NW,Spring,2003
162,CS-404,63,MS-NW,Spring,2003
162,CS-307,79,MS-NW,Spring,2003
163,CS-707,80,MS-NW,Spring,2003
163,CS-404,98,MS-NW,Spring,2003
163,CS-307,90,MS-NW,Spring,2003
164,CS-707,98,MS-NW,Spring,2003
164,CS-404,92,MS-NW,Spring,2003
164,CS-307,58,MS-NW,Spring,2003
165,CS-707,58,MS-NW,Spring,2003
165,CS-404,56,MS-NW,Spring,2003
165,CS-307,87,MS-NW,Spring,2003
166,CS-707,92,MS-NW,Spring,2003
166,CS-404,63,MS-NW,Spring,2003
166,CS-307,72,MS-NW,Spring,2003
167,CS-707,94,MS-NW,Spring,2003
167,CS-404,51,MS-NW,Spring,2003
167,CS-307,83,MS-NW,Spring,2003
168,CS-707,67,MS-NW,Spring,2003
168,CS-404,82,MS-NW,Spring,2003
168,CS-307,68,MS-NW,Spring,2003
169,CS-707,94,MS-NW,Spring,2003
169,CS-404,70,MS-NW,Spring,2003
169,CS-307,80,MS-NW,Spring,2003
170,CS-707,59,MS-NW,Spring,2003
170,CS-404,85,MS-NW,Spring,2003
170,CS-307,98,MS-NW,Spring,2003
171,CS-707,84,MS-NW,Spring,2003
171,CS-404,88,MS-NW,Spring,2003
171,CS-307,74,MS-NW,Spring,2003
172,CS-707,74,MS-NW,Spring,2003
172,CS-404,50,MS-NW,Spring,2003
172,CS-307,67,MS-NW,Spring,2003
173,CS-707,58,MS-NW,Spring,2003
173,CS-404,52,MS-NW,Spring,2003
173,CS-307,93,MS-NW,Spring,2003
174,CS-707,73,MS-NW,Spring,2003
174,CS-404,81,MS-NW,Spring,2003
174,CS-307,84,MS-NW,Spring,2003
175,CS-707,65,MS-NW,Spring,2003
175,CS-404,60,MS-NW,Spring,2003
175,CS-307,65,MS-NW,Spring,2003
176,CS-707,79,MS-NW,Spring,2003
176,CS-404,58,MS-NW,Spring,2003
176,CS-307,76,MS-NW,Spring,2003
177,CS-707,68,MS-NW,Spring,2003
177,CS-404,98,MS-NW,Spring,2003
177,CS-307,95,MS-NW,Spring,2003
178,CS-707,84,MS-NW,Spring,2003
178,CS-404,66,MS-NW,Spring,2003
178,CS-307,63,MS-NW,Spring,2003
179,CS-707,72,MS-NW,Spring,2003
179,CS-404,63,MS-NW,Spring,2003
179,CS-307,66,MS-NW,Spring,2003
180,CS-707,59,MS-NW,Spring,2003
180,CS-404,56,MS-NW,Spring,2003
180,CS-307,53,MS-NW,Spring,2003
181,CS-707,80,MS-NW,Spring,2003
181,CS-404,69,MS-NW,Spring,2003
181,CS-307,71,MS-NW,Spring,2003
182,CS-707,79,MS-NW,Spring,2003
182,CS-404,87,MS-NW,Spring,2003
182,CS-307,82,MS-NW,Spring,2003
183,CS-707,55,MS-NW,Spring,2003
183,CS-404,63,MS-NW,Spring,2003
183,CS-307,78,MS-NW,Spring,2003
184,CS-707,64,MS-NW,Spring,2003
184,CS-404,92,MS-NW,Spring,2003
184,CS-307,95,MS-NW,Spring,2003
185,CS-707,51,MS-NW,Spring,2003
185,CS-404,66,MS-NW,Spring,2003
185,CS-307,61,MS-NW,Spring,2003
186,CS-707,92,MS-NW,Spring,2003
186,CS-404,62,MS-NW,Spring,2003
186,CS-307,69,MS-NW,Spring,2003
187,CS-707,81,MS-NW,Spring,2003
187,CS-404,86,MS-NW,Spring,2003
187,CS-307,64,MS-NW,Spring,2003
188,CS-707,67,MS-NW,Spring,2003
188,CS-404,76,MS-NW,Spring,2003
188,CS-307,68,MS-NW,Spring,2003
189,CS-707,53,MS-NW,Spring,2003
189,CS-404,85,MS-NW,Spring,2003
189,CS-307,94,MS-NW,Spring,2003
190,CS-707,93,MS-NW,Spring,2003
190,CS-404,91,MS-NW,Spring,2003
190,CS-307,89,MS-NW,Spring,2003
191,CS-707,90,MS-NW,Spring,2003
191,CS-404,53,MS-NW,Spring,2003
191,CS-307,68,MS-NW,Spring,2003
192,CS-707,60,MS-NW,Spring,2003
192,CS-404,93,MS-NW,Spring,2003
192,CS-307,70,MS-NW,Spring,2003
193,CS-707,61,MS-NW,Spring,2003
193,CS-404,89,MS-NW,Spring,2003
193,CS-307,86,MS-NW,Spring,2003
194,CS-707,84,MS-NW,Spring,2003
194,CS-404,89,MS-NW,Spring,2003
194,CS-307,69,MS-NW,Spring,2003
195,CS-707,74,MS-NW,Spring,2003
195,CS-404,95,MS-NW,Spring,2003
195,CS-307,50,MS-NW,Spring,2003
196,CS-707,85,MS-NW,Spring,2003
196,CS-404,83,MS-NW,Spring,2003
196,CS-307,84,MS-NW,Spring,2003
197,CS-707,85,MS-NW,Spring,2003
197,CS-404,68,MS-NW,Spring,2003
197,CS-307,71,MS-NW,Spring,2003
198,CS-707,62,MS-NW,Spring,2003
198,CS-404,53,MS-NW,Spring,2003
198,CS-307,87,MS-NW,Spring,2003
199,CS-707,89,MS-NW,Spring,2003
199,CS-404,85,MS-NW,Spring,2003
199,CS-307,95,MS-NW,Spring,2003
100,CS-401,74,MS-CS,Fall,2003
100,CS-505,59,MS-CS,Fall,2003
100,CS-606,91,MS-CS,Fall,2003
101,CS-401,57,MS-CS,Fall,2003
101,CS-505,90,MS-CS,Fall,2003
101,CS-606,90,MS-CS,Fall,2003
102,CS-401,80,MS-CS,Fall,2003
102,CS-505,84,MS-CS,Fall,2003
102,CS-606,66,MS-CS,Fall,2003
103,CS-401,98,MS-CS,Fall,2003
103,CS-505,82,MS-CS,Fall,2003
103,CS-606,70,MS-CS,Fall,2003
104,CS-401,93,MS-CS,Fall,2003
104,CS-505,82,MS-CS,Fall,2003
104,CS-606,86,MS-CS,Fall,2003
105,CS-401,75,MS-CS,Fall,2003
105,CS-505,88,MS-CS,Fall,2003
105,CS-606,80,MS-CS,Fall,2003
106,CS-401,62,MS-CS,Fall,2003
106,CS-505,76,MS-CS,Fall,2003
106,CS-606,67,MS-CS,Fall,2003
107,CS-401,93,MS-CS,Fall,2003
107,CS-505,61,MS-CS,Fall,2003
107,CS-606,73,MS-CS,Fall,2003
108,CS-401,53,MS-CS,Fall,2003
108,CS-505,87,MS-CS,Fall,2003
108,CS-606,56,MS-CS,Fall,2003
109,CS-401,68,MS-CS,Fall,2003
109,CS-505,85,MS-CS,Fall,2003
109,CS-606,95,MS-CS,Fall,2003
110,CS-401,99,MS-CS,Fall,2003
110,CS-505,58,MS-CS,Fall,2003
110,CS-606,88,MS-CS,Fall,2003
111,CS-401,99,MS-CS,Fall,2003
